id,model,frequency_min,target,signal_time,entry_time,exit_time,gross_target,actual_gross,entry_turnover,exit_turnover,price_pnl,fee,funding_cashflow,net_pnl,net_pnl_including_funding,hold_minutes,z_entry,reason
1,AR1,15,HBARUSDT,2026-03-15 10:14:00+00:00,2026-03-15 10:16:00+00:00,2026-03-15 12:16:00+00:00,10000.0,10004.132231404958,10004.132231404958,9931.818181818182,72.31404958677606,3.987190082644628,0.0,68.32685950413143,68.32685950413143,120.0,2.5261456253552708,mean
2,AR1,15,TRXUSDT,2026-03-15 11:29:00+00:00,2026-03-15 11:31:00+00:00,2026-03-15 12:16:00+00:00,10002.899090909092,10000.543012520304,10000.543012520304,10001.889343028182,-1.3463305078778174,4.0004864711096975,0.0,-5.346816978987515,-5.346816978987515,45.0,2.0094782149358625,mean
4,AR1,15,AVAXUSDT,2026-03-15 13:14:00+00:00,2026-03-15 13:16:00+00:00,2026-03-15 13:31:00+00:00,10006.298004252516,9998.086866286158,9998.086866286158,10009.3771809899,11.29031470374272,4.001492809455212,0.0,7.288821894287507,7.288821894287507,15.0,-2.0172390150413153,mean
3,AR1,15,NEARUSDT,2026-03-15 13:14:00+00:00,2026-03-15 13:16:00+00:00,2026-03-15 13:46:00+00:00,10006.298004252516,10006.298004252516,10006.298004252516,10058.530730598353,52.232726345838024,4.012965746970174,0.0,48.21976059886785,48.21976059886785,30.0,-2.216134870748638,mean
5,AR1,15,BCHUSDT,2026-03-15 13:29:00+00:00,2026-03-15 13:31:00+00:00,2026-03-15 13:46:00+00:00,10012.044942210903,10016.37953609012,10016.37953609012,10012.044942210903,-4.334593879216028,4.005684895660204,0.0,-8.340278774876232,-8.340278774876232,15.0,-2.160364441434097,mean
6,AR1,15,NEARUSDT,2026-03-15 14:29:00+00:00,2026-03-15 14:31:00+00:00,2026-03-15 15:16:00+00:00,10011.014834624344,10003.499057721472,10003.499057721472,10033.562165332956,30.063107611484543,4.007412244610886,0.0,26.055695366873657,26.055695366873657,45.0,-2.038261080345915,mean
7,AR1,15,SUIUSDT,2026-03-15 17:59:00+00:00,2026-03-15 18:01:00+00:00,2026-03-15 18:16:00+00:00,10013.62040416103,10000.718811965384,10000.718811965384,10001.711242134279,-0.9924301688959295,4.000486010819932,0.0,-4.992916179715862,-4.992916179715862,15.0,2.2283968109305894,mean
8,AR1,15,AAVEUSDT,2026-03-15 17:59:00+00:00,2026-03-15 18:01:00+00:00,2026-03-15 18:31:00+00:00,10013.62040416103,9989.162852580734,9989.162852580734,10023.228727996146,-34.06587541541179,4.002478316115376,0.0,-38.06835373152716,-38.06835373152716,30.0,2.203486943723354,mean
10,AR1,15,AVAXUSDT,2026-03-15 18:59:00+00:00,2026-03-15 19:01:00+00:00,2026-03-15 19:31:00+00:00,10020.915380462795,10032.296905417374,10032.296905417374,10084.031109756366,51.73420433899297,4.023265603034748,0.0,47.71093873595822,47.71093873595822,30.0,-2.0094670500954397,mean
9,AR1,15,AAVEUSDT,2026-03-15 18:44:00+00:00,2026-03-15 18:46:00+00:00,2026-03-15 19:46:00+00:00,10009.314277169906,10004.107871824175,10004.107871824175,9952.911552591142,51.19631923303233,3.9914038848830637,0.0,47.204915348149264,47.204915348149264,60.0,2.1062764946395185,mean
11,AR1,15,BNBUSDT,2026-03-15 20:44:00+00:00,2026-03-15 20:46:00+00:00,2026-03-15 21:01:00+00:00,10018.805862578316,10011.869824205547,10011.869824205547,10008.401805019163,3.4680191863845207,4.004054325844942,0.0,-0.5360351394604215,-0.5360351394604215,15.0,2.78035403150266,mean
12,AR1,15,ETHUSDT,2026-03-15 20:44:00+00:00,2026-03-15 20:46:00+00:00,2026-03-15 21:01:00+00:00,10018.805862578316,10006.435805107503,10006.435805107503,10008.082010474342,-1.6462053668400807,4.002903563116369,0.0,-5.64910892995645,-5.64910892995645,15.0,2.5271072570700204,mean
13,AR1,15,AAVEUSDT,2026-03-15 20:44:00+00:00,2026-03-15 20:46:00+00:00,2026-03-15 21:01:00+00:00,10018.805862578316,9988.566279516033,9988.566279516033,9955.734732191268,32.8315473247647,3.9888602023414608,0.0,28.84268712242324,28.84268712242324,15.0,2.4291063190456126,mean
15,AR1,15,BNBUSDT,2026-03-15 21:44:00+00:00,2026-03-15 21:46:00+00:00,2026-03-15 22:01:00+00:00,10021.071616883617,10031.570853744988,10031.570853744988,10012.97220559056,18.598648154427014,4.00890861186711,0.0,14.589739542559904,14.589739542559904,15.0,2.8393249771577036,mean
16,AR1,15,UNIUSDT,2026-03-15 21:44:00+00:00,2026-03-15 21:46:00+00:00,2026-03-15 22:16:00+00:00,10021.071616883617,10038.42626837253,10038.42626837253,9939.256831293029,99.16943707950149,3.9955366199331115,0.0,95.17390045956837,95.17390045956837,30.0,2.4375040872905642,mean
