rank,strategy,period,target,trades,net_pnl_including_funding,win_rate
7,v3_selected_7_AR1_15m_2bp,valid,TRXUSDT,102,-1173.7616606937863,0.37254901960784315
7,v3_selected_7_AR1_15m_2bp,valid,UNIUSDT,81,2278.5176935245413,0.6172839506172839
7,v3_selected_7_AR1_15m_2bp,valid,XLMUSDT,119,-1010.5017770973625,0.48739495798319327
7,v3_selected_7_AR1_15m_2bp,valid,XRPUSDT,76,-1710.7272477972624,0.42105263157894735
7,v3_selected_7_AR1_15m_2bp,holdout,AAVEUSDT,121,-1174.6053041975454,0.5950413223140496
7,v3_selected_7_AR1_15m_2bp,holdout,ADAUSDT,86,-1537.8047190631348,0.5697674418604651
7,v3_selected_7_AR1_15m_2bp,holdout,AVAXUSDT,59,266.33232882517626,0.711864406779661
7,v3_selected_7_AR1_15m_2bp,holdout,BCHUSDT,82,1274.808654411199,0.524390243902439
7,v3_selected_7_AR1_15m_2bp,holdout,BNBUSDT,66,-217.37275444668902,0.5
7,v3_selected_7_AR1_15m_2bp,holdout,BTCUSDT,85,-381.29797530263295,0.4823529411764706
7,v3_selected_7_AR1_15m_2bp,holdout,DOGEUSDT,65,-582.1927384940423,0.5846153846153846
7,v3_selected_7_AR1_15m_2bp,holdout,DOTUSDT,97,-579.3276378752237,0.5154639175257731
7,v3_selected_7_AR1_15m_2bp,holdout,ETHUSDT,73,-741.9093684424672,0.547945205479452
7,v3_selected_7_AR1_15m_2bp,holdout,FILUSDT,67,-609.1518856790789,0.6417910447761194
7,v3_selected_7_AR1_15m_2bp,holdout,HBARUSDT,107,-273.67847407712236,0.5700934579439252
7,v3_selected_7_AR1_15m_2bp,holdout,LINKUSDT,92,-200.67910174388902,0.6304347826086957
7,v3_selected_7_AR1_15m_2bp,holdout,LTCUSDT,87,-343.45031396887464,0.5287356321839081
7,v3_selected_7_AR1_15m_2bp,holdout,NEARUSDT,111,-999.2728747126841,0.5045045045045045
7,v3_selected_7_AR1_15m_2bp,holdout,SOLUSDT,82,-826.8839711564823,0.5
7,v3_selected_7_AR1_15m_2bp,holdout,SUIUSDT,65,204.3813895602707,0.6615384615384615
7,v3_selected_7_AR1_15m_2bp,holdout,TRXUSDT,132,-383.2302762266103,0.44696969696969696
7,v3_selected_7_AR1_15m_2bp,holdout,UNIUSDT,123,-178.15138365514915,0.5772357723577236
7,v3_selected_7_AR1_15m_2bp,holdout,XLMUSDT,89,1423.3174291565124,0.6292134831460674
7,v3_selected_7_AR1_15m_2bp,holdout,XRPUSDT,79,-68.97815634133718,0.4936708860759494
8,v3_selected_8_AR1_60m_2bp,valid,AAVEUSDT,25,1143.60822285631,0.44
8,v3_selected_8_AR1_60m_2bp,valid,ADAUSDT,20,876.491387584348,0.55
8,v3_selected_8_AR1_60m_2bp,valid,AVAXUSDT,22,350.04019251284717,0.4090909090909091
8,v3_selected_8_AR1_60m_2bp,valid,BCHUSDT,46,-354.1808294765806,0.5434782608695652
8,v3_selected_8_AR1_60m_2bp,valid,BNBUSDT,24,-227.35735064059924,0.4583333333333333
8,v3_selected_8_AR1_60m_2bp,valid,BTCUSDT,28,-669.4392821416824,0.39285714285714285
8,v3_selected_8_AR1_60m_2bp,valid,DOGEUSDT,23,347.8532869174288,0.4782608695652174
8,v3_selected_8_AR1_60m_2bp,valid,DOTUSDT,16,739.3337708914521,0.625
8,v3_selected_8_AR1_60m_2bp,valid,ETHUSDT,24,133.3105825794537,0.5416666666666666
8,v3_selected_8_AR1_60m_2bp,valid,FILUSDT,24,-198.94016140948125,0.5833333333333334
8,v3_selected_8_AR1_60m_2bp,valid,HBARUSDT,31,258.5896401097982,0.5161290322580645
8,v3_selected_8_AR1_60m_2bp,valid,LINKUSDT,9,15.720497010860983,0.3333333333333333
8,v3_selected_8_AR1_60m_2bp,valid,LTCUSDT,22,905.5351720716535,0.6363636363636364
8,v3_selected_8_AR1_60m_2bp,valid,NEARUSDT,44,-1000.0693670663021,0.45454545454545453
8,v3_selected_8_AR1_60m_2bp,valid,SOLUSDT,19,-607.7980695688259,0.3157894736842105
8,v3_selected_8_AR1_60m_2bp,valid,SUIUSDT,31,1967.672010451684,0.4838709677419355
8,v3_selected_8_AR1_60m_2bp,valid,TRXUSDT,36,-164.58931522624982,0.4722222222222222
8,v3_selected_8_AR1_60m_2bp,valid,UNIUSDT,24,-2353.5621961833467,0.2916666666666667
8,v3_selected_8_AR1_60m_2bp,valid,XLMUSDT,35,1556.9618393843261,0.5428571428571428
8,v3_selected_8_AR1_60m_2bp,valid,XRPUSDT,15,356.5055635033978,0.4666666666666667
8,v3_selected_8_AR1_60m_2bp,holdout,AAVEUSDT,37,669.128093971669,0.4594594594594595
8,v3_selected_8_AR1_60m_2bp,holdout,ADAUSDT,28,-2008.7855799541012,0.5
8,v3_selected_8_AR1_60m_2bp,holdout,AVAXUSDT,24,550.5446953026925,0.6666666666666666
8,v3_selected_8_AR1_60m_2bp,holdout,BCHUSDT,41,-314.9243246219102,0.5365853658536586
8,v3_selected_8_AR1_60m_2bp,holdout,BNBUSDT,24,-36.601826053642526,0.4583333333333333
8,v3_selected_8_AR1_60m_2bp,holdout,BTCUSDT,29,-516.7192616142097,0.27586206896551724
8,v3_selected_8_AR1_60m_2bp,holdout,DOGEUSDT,23,3.3616278925936243,0.5217391304347826
8,v3_selected_8_AR1_60m_2bp,holdout,DOTUSDT,26,-561.3985827810575,0.38461538461538464
8,v3_selected_8_AR1_60m_2bp,holdout,ETHUSDT,25,-1133.2539165806925,0.2
8,v3_selected_8_AR1_60m_2bp,holdout,FILUSDT,30,-1323.7511247274513,0.4666666666666667
8,v3_selected_8_AR1_60m_2bp,holdout,HBARUSDT,35,424.06708549885246,0.4857142857142857
8,v3_selected_8_AR1_60m_2bp,holdout,LINKUSDT,21,-788.4804955112922,0.38095238095238093
8,v3_selected_8_AR1_60m_2bp,holdout,LTCUSDT,32,514.2559213506441,0.59375
8,v3_selected_8_AR1_60m_2bp,holdout,NEARUSDT,32,-1193.1980398670355,0.40625
8,v3_selected_8_AR1_60m_2bp,holdout,SOLUSDT,22,1371.835466090675,0.8636363636363636
8,v3_selected_8_AR1_60m_2bp,holdout,SUIUSDT,25,492.65652124881854,0.56
8,v3_selected_8_AR1_60m_2bp,holdout,TRXUSDT,43,8.402947012042873,0.3953488372093023
8,v3_selected_8_AR1_60m_2bp,holdout,UNIUSDT,40,222.63916837258932,0.525
8,v3_selected_8_AR1_60m_2bp,holdout,XLMUSDT,27,-670.327576427099,0.4074074074074074
8,v3_selected_8_AR1_60m_2bp,holdout,XRPUSDT,24,126.26984779471086,0.375
9,v3_selected_9_B0_60m_2bp,valid,AAVEUSDT,31,365.4022470985911,0.6451612903225806
9,v3_selected_9_B0_60m_2bp,valid,ADAUSDT,15,-178.3128454089038,0.4666666666666667
9,v3_selected_9_B0_60m_2bp,valid,AVAXUSDT,21,314.85817303713753,0.5714285714285714
9,v3_selected_9_B0_60m_2bp,valid,BCHUSDT,28,-437.9621294941642,0.6428571428571429
9,v3_selected_9_B0_60m_2bp,valid,BNBUSDT,25,498.49118006439284,0.76
9,v3_selected_9_B0_60m_2bp,valid,BTCUSDT,32,-312.74254277467764,0.625
9,v3_selected_9_B0_60m_2bp,valid,DOGEUSDT,16,494.59545290330175,0.625
9,v3_selected_9_B0_60m_2bp,valid,DOTUSDT,20,676.9558301852892,0.65
9,v3_selected_9_B0_60m_2bp,valid,ETHUSDT,20,413.0792375719014,0.65
9,v3_selected_9_B0_60m_2bp,valid,FILUSDT,29,776.4215472999692,0.6896551724137931
9,v3_selected_9_B0_60m_2bp,valid,HBARUSDT,24,160.18154982426358,0.5416666666666666
9,v3_selected_9_B0_60m_2bp,valid,LINKUSDT,10,244.58783224117983,0.4
9,v3_selected_9_B0_60m_2bp,valid,LTCUSDT,21,1250.1125262609394,0.7619047619047619
9,v3_selected_9_B0_60m_2bp,valid,NEARUSDT,38,-818.9664556225468,0.5789473684210527
9,v3_selected_9_B0_60m_2bp,valid,SOLUSDT,28,460.82476634556366,0.6785714285714286
9,v3_selected_9_B0_60m_2bp,valid,SUIUSDT,30,-6.657795319114761,0.5666666666666667
9,v3_selected_9_B0_60m_2bp,valid,TRXUSDT,35,-347.823403271159,0.5142857142857142
9,v3_selected_9_B0_60m_2bp,valid,UNIUSDT,22,-950.7899531989866,0.5454545454545454
9,v3_selected_9_B0_60m_2bp,valid,XLMUSDT,33,154.43599737655606,0.6363636363636364
9,v3_selected_9_B0_60m_2bp,valid,XRPUSDT,18,340.48269129150617,0.7222222222222222
9,v3_selected_9_B0_60m_2bp,holdout,AAVEUSDT,26,-690.2180050887638,0.6538461538461539
9,v3_selected_9_B0_60m_2bp,holdout,ADAUSDT,28,64.1362300119562,0.6785714285714286
9,v3_selected_9_B0_60m_2bp,holdout,AVAXUSDT,20,-411.33344016346103,0.5
9,v3_selected_9_B0_60m_2bp,holdout,BCHUSDT,32,-211.68509448921486,0.5625
9,v3_selected_9_B0_60m_2bp,holdout,BNBUSDT,18,-23.05285616718126,0.6111111111111112
9,v3_selected_9_B0_60m_2bp,holdout,BTCUSDT,22,-104.4263932482624,0.6363636363636364
9,v3_selected_9_B0_60m_2bp,holdout,DOGEUSDT,20,-907.103019765362,0.6
9,v3_selected_9_B0_60m_2bp,holdout,DOTUSDT,27,-233.20837849312227,0.5925925925925926
9,v3_selected_9_B0_60m_2bp,holdout,ETHUSDT,21,-933.0482045519744,0.38095238095238093
9,v3_selected_9_B0_60m_2bp,holdout,FILUSDT,24,1634.822488178068,0.875
9,v3_selected_9_B0_60m_2bp,holdout,HBARUSDT,33,1140.468675039323,0.696969696969697
9,v3_selected_9_B0_60m_2bp,holdout,LINKUSDT,17,-180.3866977868414,0.6470588235294118
9,v3_selected_9_B0_60m_2bp,holdout,LTCUSDT,27,483.6324171871649,0.6666666666666666
9,v3_selected_9_B0_60m_2bp,holdout,NEARUSDT,30,-303.66134994326484,0.6333333333333333
9,v3_selected_9_B0_60m_2bp,holdout,SOLUSDT,18,-75.64235686602902,0.6666666666666666
9,v3_selected_9_B0_60m_2bp,holdout,SUIUSDT,24,-361.3860674982043,0.6666666666666666
9,v3_selected_9_B0_60m_2bp,holdout,TRXUSDT,38,-52.10235364961478,0.6052631578947368
9,v3_selected_9_B0_60m_2bp,holdout,UNIUSDT,36,-1172.1583267734059,0.5
9,v3_selected_9_B0_60m_2bp,holdout,XLMUSDT,24,-208.85705038080494,0.75
9,v3_selected_9_B0_60m_2bp,holdout,XRPUSDT,22,-662.1586069100103,0.5909090909090909
10,v3_selected_10_B0_60m_2bp,valid,AAVEUSDT,30,-607.9882211453584,0.5666666666666667
10,v3_selected_10_B0_60m_2bp,valid,ADAUSDT,12,-326.2720758497867,0.5
10,v3_selected_10_B0_60m_2bp,valid,AVAXUSDT,18,-87.75451542843578,0.5555555555555556
10,v3_selected_10_B0_60m_2bp,valid,BCHUSDT,27,-829.8694866464886,0.5555555555555556
10,v3_selected_10_B0_60m_2bp,valid,BNBUSDT,24,573.2915255800709,0.75
10,v3_selected_10_B0_60m_2bp,valid,BTCUSDT,30,823.3197818979056,0.7666666666666667
10,v3_selected_10_B0_60m_2bp,valid,DOGEUSDT,17,457.71048017358294,0.6470588235294118
10,v3_selected_10_B0_60m_2bp,valid,DOTUSDT,19,936.5048266108449,0.631578947368421
10,v3_selected_10_B0_60m_2bp,valid,ETHUSDT,21,72.2521587607227,0.6190476190476191
10,v3_selected_10_B0_60m_2bp,valid,FILUSDT,22,216.21163541072445,0.6363636363636364
10,v3_selected_10_B0_60m_2bp,valid,HBARUSDT,20,654.9782009791627,0.6
10,v3_selected_10_B0_60m_2bp,valid,LINKUSDT,11,811.7450229988383,0.6363636363636364
10,v3_selected_10_B0_60m_2bp,valid,LTCUSDT,23,1714.3586064602866,0.782608695652174
10,v3_selected_10_B0_60m_2bp,valid,NEARUSDT,36,-619.2536253491293,0.5833333333333334
10,v3_selected_10_B0_60m_2bp,valid,SOLUSDT,24,573.8319086764288,0.6666666666666666
10,v3_selected_10_B0_60m_2bp,valid,SUIUSDT,30,708.3472437150543,0.6333333333333333
10,v3_selected_10_B0_60m_2bp,valid,TRXUSDT,30,-76.08203846498392,0.5666666666666667
10,v3_selected_10_B0_60m_2bp,valid,UNIUSDT,21,-142.19887498953926,0.5238095238095238
10,v3_selected_10_B0_60m_2bp,valid,XLMUSDT,28,-2571.7098716419623,0.5
10,v3_selected_10_B0_60m_2bp,valid,XRPUSDT,18,664.1884799688296,0.6666666666666666
10,v3_selected_10_B0_60m_2bp,holdout,AAVEUSDT,26,-657.6837560288421,0.5384615384615384
10,v3_selected_10_B0_60m_2bp,holdout,ADAUSDT,25,-167.77267489190376,0.72
10,v3_selected_10_B0_60m_2bp,holdout,AVAXUSDT,20,-289.2023539877242,0.5
10,v3_selected_10_B0_60m_2bp,holdout,BCHUSDT,31,303.1066871918286,0.5806451612903226
10,v3_selected_10_B0_60m_2bp,holdout,BNBUSDT,15,-197.38983098498704,0.5333333333333333
10,v3_selected_10_B0_60m_2bp,holdout,BTCUSDT,22,-107.12457234341343,0.6363636363636364
10,v3_selected_10_B0_60m_2bp,holdout,DOGEUSDT,21,-725.9628461708406,0.5714285714285714
10,v3_selected_10_B0_60m_2bp,holdout,DOTUSDT,25,573.7617325256651,0.72
10,v3_selected_10_B0_60m_2bp,holdout,ETHUSDT,16,-787.003648922312,0.4375
10,v3_selected_10_B0_60m_2bp,holdout,FILUSDT,21,1151.2417853351062,0.7142857142857143
10,v3_selected_10_B0_60m_2bp,holdout,HBARUSDT,33,796.9992756729969,0.6060606060606061
10,v3_selected_10_B0_60m_2bp,holdout,LINKUSDT,16,189.25198900776667,0.625
10,v3_selected_10_B0_60m_2bp,holdout,LTCUSDT,24,830.8676685929684,0.75
10,v3_selected_10_B0_60m_2bp,holdout,NEARUSDT,27,126.07865254435168,0.6296296296296297
10,v3_selected_10_B0_60m_2bp,holdout,SOLUSDT,18,-365.16859345311644,0.5
10,v3_selected_10_B0_60m_2bp,holdout,SUIUSDT,23,986.1967390291743,0.6956521739130435
10,v3_selected_10_B0_60m_2bp,holdout,TRXUSDT,36,-48.00247111944846,0.5555555555555556
10,v3_selected_10_B0_60m_2bp,holdout,UNIUSDT,27,-2162.28219601384,0.3333333333333333
10,v3_selected_10_B0_60m_2bp,holdout,XLMUSDT,21,-445.7871112876869,0.6666666666666666
10,v3_selected_10_B0_60m_2bp,holdout,XRPUSDT,18,283.46358568193216,0.6666666666666666
