model,signal,entry_time,exit_time,gross,turnover,price_pnl,fee,slippage,funding,net_pnl,reason
B1,ADAUSDT,2026-03-02 00:16:00+00:00,2026-03-02 00:56:00+00:00,20000.0,40250.50965456071,-43.39188842239389,8.050101930912142,0.0,,-51.44199035330603,mean
B1,XLMUSDT,2026-03-02 00:26:00+00:00,2026-03-02 01:01:00+00:00,20000.0,40151.08439161256,-14.87995198550243,8.030216878322513,0.0,,-22.910168863824943,mean
B1,BNBUSDT,2026-03-02 00:31:00+00:00,2026-03-02 02:11:00+00:00,20000.0,40034.06311184565,-13.973239988166142,8.00681262236913,0.0,,-21.980052610535274,mean
B1,BCHUSDT,2026-03-02 02:26:00+00:00,2026-03-02 03:11:00+00:00,20000.0,39978.060923257945,-43.53539044276499,7.995612184651589,0.0,,-51.53100262741658,mean
B1,NEARUSDT,2026-03-02 03:26:00+00:00,2026-03-02 04:56:00+00:00,20000.0,39882.94554756583,-66.89203586014116,7.976589109513167,0.0,,-74.86862496965433,mean
B1,NEARUSDT,2026-03-02 05:46:00+00:00,2026-03-02 07:31:00+00:00,20000.0,39593.940034487365,-37.65408543230507,7.918788006897473,0.0,,-45.57287343920254,mean
B1,ADAUSDT,2026-03-02 06:16:00+00:00,2026-03-02 08:36:00+00:00,20000.0,39701.29294295564,-6.309396225646651,7.940258588591128,0.0,,-14.24965481423778,mean
B1,TRXUSDT,2026-03-02 07:11:00+00:00,2026-03-02 08:56:00+00:00,20000.0,40087.29726578057,-54.52789801565382,8.017459453156116,0.0,,-62.54535746880993,mean
B1,LTCUSDT,2026-03-02 08:36:00+00:00,2026-03-02 09:01:00+00:00,20000.0,40140.60928984192,-20.240660915823355,8.028121857968383,0.0,,-28.268782773791735,mean
B1,BCHUSDT,2026-03-02 07:41:00+00:00,2026-03-02 09:21:00+00:00,20000.0,40108.41887476712,-12.17776122146438,8.021683774953424,0.0,,-20.199444996417803,mean
B1,HBARUSDT,2026-03-02 09:36:00+00:00,2026-03-02 10:11:00+00:00,20000.0,39965.78164261641,-28.0619855387306,7.993156328523283,0.0,,-36.05514186725388,mean
B1,LTCUSDT,2026-03-02 11:21:00+00:00,2026-03-02 13:26:00+00:00,20000.0,40068.56565324103,-6.594061152066729,8.013713130648206,0.0,,-14.607774282714937,mean
B1,BCHUSDT,2026-03-02 13:36:00+00:00,2026-03-02 14:06:00+00:00,20000.0,39927.4290004884,-44.40919515427299,7.985485800097679,0.0,,-52.39468095437067,mean
B1,NEARUSDT,2026-03-02 13:11:00+00:00,2026-03-02 15:36:00+00:00,20000.0,40934.58400403985,48.21697876113944,8.18691680080797,0.0,,40.03006196033147,mean
B1,BTCUSDT,2026-03-02 13:46:00+00:00,2026-03-02 16:16:00+00:00,20000.0,41146.44775798031,-44.692115638159294,8.229289551596061,0.0,,-52.92140518975536,mean
B1,TRXUSDT,2026-03-02 15:46:00+00:00,2026-03-02 17:41:00+00:00,20000.0,39845.75183910772,-100.52082711122443,7.969150367821544,0.0,,-108.48997747904598,mean
B1,ADAUSDT,2026-03-02 17:41:00+00:00,2026-03-02 17:56:00+00:00,20000.0,40062.94442744198,-37.05557255801489,8.012588885488396,0.0,,-45.068161443503286,mean
B1,LTCUSDT,2026-03-02 15:01:00+00:00,2026-03-02 18:46:00+00:00,20000.0,40315.10955398565,78.29179265355208,8.063021910797131,0.0,,70.22877074275495,mean
B1,AAVEUSDT,2026-03-02 16:16:00+00:00,2026-03-02 19:56:00+00:00,20000.0,39696.9136011954,-3.280283818658063,7.939382720239081,0.0,,-11.219666538897144,mean
B1,HBARUSDT,2026-03-02 18:11:00+00:00,2026-03-02 20:31:00+00:00,20000.0,39954.182440178105,-19.760233704443863,7.990836488035621,0.0,,-27.751070192479485,mean
B1,BTCUSDT,2026-03-02 20:56:00+00:00,2026-03-02 22:06:00+00:00,20000.0,40052.8481908572,-20.59063870580053,8.01056963817144,0.0,,-28.60120834397197,mean
B1,BNBUSDT,2026-03-02 20:01:00+00:00,2026-03-02 22:41:00+00:00,20000.0,40111.531270435786,-16.115594198809504,8.022306254087157,0.0,,-24.13790045289666,mean
B1,NEARUSDT,2026-03-02 21:16:00+00:00,2026-03-02 23:11:00+00:00,20000.0,40111.30224659103,36.40824085358156,8.022260449318207,0.0,,28.385980404263357,mean
B1,HBARUSDT,2026-03-02 22:06:00+00:00,2026-03-02 23:46:00+00:00,20000.0,39828.52049262063,-35.65951954235925,7.965704098524126,0.0,,-43.62522364088338,mean
B1,BNBUSDT,2026-03-02 23:31:00+00:00,2026-03-03 01:31:00+00:00,20000.0,39979.12155979464,-13.921070720430066,7.995824311958928,0.0,,-21.916895032388997,mean
B1,HBARUSDT,2026-03-03 01:36:00+00:00,2026-03-03 02:26:00+00:00,20000.0,39903.13164878002,-33.11513785237628,7.980626329756005,0.0,,-41.095764182132285,mean
B1,XLMUSDT,2026-03-02 22:41:00+00:00,2026-03-03 02:41:00+00:00,20000.0,39564.06119425272,100.9910243945821,7.912812238850543,0.0,,93.07821215573156,timeout
B1,ADAUSDT,2026-03-02 23:46:00+00:00,2026-03-03 03:46:00+00:00,20000.0,39922.7305391361,60.41169855638623,7.984546107827221,0.0,,52.427152448559006,timeout
B1,XLMUSDT,2026-03-03 02:51:00+00:00,2026-03-03 05:06:00+00:00,20000.0,39879.566918643344,-11.751661951132633,7.975913383728669,0.0,,-19.727575334861303,mean
B1,FILUSDT,2026-03-03 02:36:00+00:00,2026-03-03 05:11:00+00:00,20000.0,39972.110519317226,7.748493774422741,7.994422103863446,0.0,,-0.245928329440705,mean
B1,NEARUSDT,2026-03-03 03:56:00+00:00,2026-03-03 05:46:00+00:00,20000.0,39869.38750719676,-39.600273154199726,7.973877501439353,0.0,,-47.57415065563908,mean
B1,BCHUSDT,2026-03-03 07:41:00+00:00,2026-03-03 08:06:00+00:00,20000.0,39927.88671300052,-89.53091664534281,7.985577342600104,0.0,,-97.51649398794292,mean
B1,NEARUSDT,2026-03-03 06:21:00+00:00,2026-03-03 08:16:00+00:00,20000.0,40100.17725435582,-107.6920849166404,8.020035450871164,0.0,,-115.71212036751156,mean
B1,ADAUSDT,2026-03-03 05:36:00+00:00,2026-03-03 08:36:00+00:00,20000.0,39794.53050823725,23.14407755878432,7.95890610164745,0.0,,15.185171457136867,mean
B1,DOTUSDT,2026-03-03 08:06:00+00:00,2026-03-03 09:51:00+00:00,20000.0,39614.25489839049,-49.03750708614052,7.922850979678099,0.0,,-56.96035806581863,mean
B1,LINKUSDT,2026-03-03 09:06:00+00:00,2026-03-03 09:56:00+00:00,20000.0,39920.11431695025,-40.602031981013965,7.98402286339005,0.0,,-48.58605484440402,mean
B1,ETHUSDT,2026-03-03 08:51:00+00:00,2026-03-03 10:06:00+00:00,20000.0,39936.92692020272,-27.941335757133515,7.987385384040545,0.0,,-35.92872114117406,mean
B1,FILUSDT,2026-03-03 10:36:00+00:00,2026-03-03 14:16:00+00:00,20000.0,39944.55034902311,-45.76492392189186,7.988910069804621,0.0,,-53.75383399169648,mean
B1,LTCUSDT,2026-03-03 13:51:00+00:00,2026-03-03 14:56:00+00:00,20000.0,40021.3236099242,-25.052865937620368,8.00426472198484,0.0,,-33.05713065960521,mean
B1,AAVEUSDT,2026-03-03 11:01:00+00:00,2026-03-03 15:01:00+00:00,20000.0,39612.36081054838,301.2221528540158,7.922472162109677,0.0,,293.29968069190613,timeout
B1,NEARUSDT,2026-03-03 15:41:00+00:00,2026-03-03 16:21:00+00:00,20000.0,40016.8850101783,-203.8008980287649,8.003377002035661,0.0,,-211.8042750308005,mean
B1,SOLUSDT,2026-03-03 16:26:00+00:00,2026-03-03 16:46:00+00:00,20000.0,39640.71756452215,-54.177998655604426,7.92814351290443,0.0,,-62.10614216850885,mean
B1,HBARUSDT,2026-03-03 17:06:00+00:00,2026-03-03 17:31:00+00:00,20000.0,40047.29183595814,-59.58159237380482,8.009458367191629,0.0,,-67.59105074099645,mean
B1,LTCUSDT,2026-03-03 16:46:00+00:00,2026-03-03 18:36:00+00:00,20000.0,40235.18098247111,-7.616291702158378,8.047036196494222,0.0,,-15.6633278986526,mean
B1,AVAXUSDT,2026-03-03 15:51:00+00:00,2026-03-03 19:06:00+00:00,20000.0,40204.39749036882,16.875376319755333,8.040879498073764,0.0,,8.834496821681569,mean
B1,DOGEUSDT,2026-03-03 17:31:00+00:00,2026-03-03 21:26:00+00:00,20000.0,39816.10048342147,60.735199311600354,7.963220096684294,0.0,,52.77197921491606,mean
B1,ADAUSDT,2026-03-03 19:11:00+00:00,2026-03-03 22:46:00+00:00,20000.0,40016.45478314345,54.29057580330027,8.003290956628689,0.0,,46.28728484667158,mean
B1,DOGEUSDT,2026-03-03 22:36:00+00:00,2026-03-03 23:16:00+00:00,20000.0,40034.04678550188,-49.54036673251096,8.006809357100376,0.0,,-57.54717608961134,mean
B1,ADAUSDT,2026-03-03 23:36:00+00:00,2026-03-04 00:36:00+00:00,20000.0,39929.31979057689,-32.52683284928639,7.985863958115378,0.0,,-40.512696807401774,mean
B1,SOLUSDT,2026-03-03 22:26:00+00:00,2026-03-04 02:26:00+00:00,20000.0,40120.554128170166,95.82558332355076,8.024110825634034,0.0,,87.8014724979167,timeout
B1,UNIUSDT,2026-03-04 01:41:00+00:00,2026-03-04 03:51:00+00:00,20000.0,39780.06811385506,1.7131599333281429,7.956013622771012,0.0,,-6.242853689442869,mean
B1,HBARUSDT,2026-03-04 01:46:00+00:00,2026-03-04 04:21:00+00:00,20000.0,39795.59146361242,37.47042563840057,7.959118292722485,0.0,,29.511307345678084,mean
B1,ETHUSDT,2026-03-04 03:36:00+00:00,2026-03-04 04:26:00+00:00,20000.0,40042.48322194337,-46.85022104360189,8.008496644388673,0.0,,-54.85871768799056,mean
B1,SOLUSDT,2026-03-04 04:06:00+00:00,2026-03-04 05:26:00+00:00,20000.0,39943.13335452758,-21.80762946213929,7.988626670905516,0.0,,-29.796256133044807,mean
B1,ADAUSDT,2026-03-04 04:26:00+00:00,2026-03-04 06:36:00+00:00,20000.0,40143.24400820257,-3.022350534924726,8.028648801640514,0.0,,-11.05099933656524,mean
B1,AVAXUSDT,2026-03-04 05:21:00+00:00,2026-03-04 08:06:00+00:00,20000.0,40291.83438772476,9.367213499886816,8.058366877544952,0.0,,1.3088466223418642,mean
B1,XLMUSDT,2026-03-04 06:41:00+00:00,2026-03-04 08:21:00+00:00,20000.0,40226.633592711056,-25.030854692407388,8.045326718542212,0.0,,-33.0761814109496,mean
B1,BCHUSDT,2026-03-04 08:21:00+00:00,2026-03-04 08:46:00+00:00,20000.0,40081.52538016264,-87.27708355171762,8.016305076032529,0.0,,-95.29338862775016,mean
B1,BTCUSDT,2026-03-04 06:16:00+00:00,2026-03-04 10:16:00+00:00,20000.0,40921.983858843465,89.68244095842249,8.184396771768693,0.0,,81.4980441866538,timeout
B1,LINKUSDT,2026-03-04 08:16:00+00:00,2026-03-04 11:46:00+00:00,20000.0,40334.0994993494,87.37791349670181,8.06681989986988,0.0,,79.31109359683192,mean
B1,ETHUSDT,2026-03-04 10:21:00+00:00,2026-03-04 11:46:00+00:00,20000.0,39764.74388397912,-51.88225737436108,7.952948776795824,0.0,,-59.835206151156896,mean
B1,SOLUSDT,2026-03-04 09:56:00+00:00,2026-03-04 12:26:00+00:00,20000.0,39726.54151829983,-14.534429243555564,7.945308303659965,0.0,,-22.479737547215528,mean
B1,BTCUSDT,2026-03-04 12:56:00+00:00,2026-03-04 14:06:00+00:00,20000.0,40143.43517938294,-43.02823445201966,8.028687035876588,0.0,,-51.05692148789625,mean
B1,UNIUSDT,2026-03-04 11:46:00+00:00,2026-03-04 14:36:00+00:00,20000.0,40202.30544273408,46.21279419429777,8.040461088546817,0.0,,38.17233310575095,mean
B1,DOGEUSDT,2026-03-04 13:11:00+00:00,2026-03-04 17:11:00+00:00,20000.0,41063.90402282422,595.7666261909541,8.212780804564845,0.0,,587.5538453863892,timeout
B1,XRPUSDT,2026-03-04 15:51:00+00:00,2026-03-04 17:16:00+00:00,20000.0,40000.3679448256,-77.41272710529813,8.00007358896512,0.0,,-85.41280069426325,mean
B1,DOGEUSDT,2026-03-04 17:11:00+00:00,2026-03-04 21:11:00+00:00,20000.0,40151.24249090513,174.73643972496768,8.030248498181027,0.0,,166.70619122678664,timeout
B1,XLMUSDT,2026-03-04 18:36:00+00:00,2026-03-04 21:26:00+00:00,20000.0,40144.5355075046,75.81930108550682,8.02890710150092,0.0,,67.7903939840059,mean
B1,HBARUSDT,2026-03-04 20:06:00+00:00,2026-03-04 21:46:00+00:00,20000.0,39877.358899449086,-18.78062632007743,7.975471779889817,0.0,,-26.756098099967247,mean
B1,AVAXUSDT,2026-03-04 21:36:00+00:00,2026-03-04 22:21:00+00:00,20000.0,40085.33239178025,-23.922782082547883,8.01706647835605,0.0,,-31.939848560903933,mean
B1,BCHUSDT,2026-03-05 00:31:00+00:00,2026-03-05 01:01:00+00:00,20000.0,40047.55473175766,-44.84616610012984,8.009510946351531,0.0,,-52.85567704648137,mean
B1,BNBUSDT,2026-03-04 23:26:00+00:00,2026-03-05 02:06:00+00:00,20000.0,39901.043155833984,-1.2633365340020646,7.980208631166797,0.0,,-9.24354516516886,mean
B1,DOGEUSDT,2026-03-04 22:46:00+00:00,2026-03-05 02:46:00+00:00,20000.0,39554.83564944352,254.5148795958793,7.910967129888703,0.0,,246.60391246599065,timeout
B1,LTCUSDT,2026-03-05 01:01:00+00:00,2026-03-05 02:46:00+00:00,20000.0,39878.90489416866,-12.613550044801856,7.975780978833733,0.0,,-20.589331023635587,mean
B1,DOGEUSDT,2026-03-05 03:11:00+00:00,2026-03-05 04:26:00+00:00,20000.0,40113.35378020833,-75.9731728760371,8.022670756041666,0.0,,-83.99584363207876,mean
B1,UNIUSDT,2026-03-05 09:16:00+00:00,2026-03-05 09:36:00+00:00,20000.0,39972.06238441754,-31.4389306817576,7.994412476883509,0.0,,-39.43334315864111,mean
B1,FILUSDT,2026-03-05 08:01:00+00:00,2026-03-05 09:41:00+00:00,20000.0,40102.27068860699,-43.904929852122,8.020454137721398,0.0,,-51.9253839898434,mean
B1,ADAUSDT,2026-03-05 08:41:00+00:00,2026-03-05 10:31:00+00:00,20000.0,40326.14031254056,-43.54545455740231,8.065228062508114,0.0,,-51.61068261991042,mean
B1,TRXUSDT,2026-03-05 10:36:00+00:00,2026-03-05 11:41:00+00:00,20000.0,39862.39543607303,-110.17647475051932,7.972479087214606,0.0,,-118.14895383773394,mean
B1,XRPUSDT,2026-03-05 10:51:00+00:00,2026-03-05 12:51:00+00:00,20000.0,39898.67002821898,-15.992319454316087,7.979734005643796,0.0,,-23.972053459959884,mean
B1,SUIUSDT,2026-03-05 12:51:00+00:00,2026-03-05 13:36:00+00:00,20000.0,39681.57324796631,-104.982917177506,7.936314649593263,0.0,,-112.91923182709928,mean
B1,LINKUSDT,2026-03-05 11:46:00+00:00,2026-03-05 13:41:00+00:00,20000.0,39894.92803215503,4.9228095240735,7.9789856064310065,0.0,,-3.0561760823575064,mean
B1,LTCUSDT,2026-03-05 11:36:00+00:00,2026-03-05 13:56:00+00:00,20000.0,39859.4539248645,19.000104619859712,7.971890784972901,0.0,,11.028213834886811,mean
B1,UNIUSDT,2026-03-05 14:31:00+00:00,2026-03-05 15:21:00+00:00,20000.0,39798.5031852616,-45.112309799203445,7.959700637052321,0.0,,-53.072010436255766,mean
B1,ETHUSDT,2026-03-05 15:21:00+00:00,2026-03-05 16:11:00+00:00,20000.0,39671.87766826339,-48.5936412490131,7.934375533652679,0.0,,-56.52801678266578,mean
B1,SUIUSDT,2026-03-05 16:11:00+00:00,2026-03-05 16:36:00+00:00,20000.0,40359.87102259093,-139.96669243665986,8.071974204518186,0.0,,-148.03866664117805,mean
B1,LTCUSDT,2026-03-05 15:11:00+00:00,2026-03-05 16:51:00+00:00,20000.0,39854.03479108694,-21.592723350755136,7.970806958217388,0.0,,-29.563530308972524,mean
B1,SOLUSDT,2026-03-05 14:41:00+00:00,2026-03-05 17:41:00+00:00,20000.0,39664.1415136508,-4.857708830593083,7.932828302730161,0.0,,-12.790537133323244,mean
B1,BCHUSDT,2026-03-05 16:46:00+00:00,2026-03-05 18:11:00+00:00,20000.0,39856.45748303845,-29.484369421804104,7.971291496607691,0.0,,-37.4556609184118,mean
B1,SUIUSDT,2026-03-05 19:16:00+00:00,2026-03-05 20:41:00+00:00,20000.0,39960.29660477916,-84.58453849226646,7.992059320955833,0.0,,-92.57659781322228,mean
B1,AAVEUSDT,2026-03-05 18:46:00+00:00,2026-03-05 20:46:00+00:00,20000.0,40131.89914181356,-67.67740782672627,8.026379828362712,0.0,,-75.70378765508897,mean
B1,BTCUSDT,2026-03-05 20:21:00+00:00,2026-03-05 21:36:00+00:00,20000.0,40009.39893826633,-26.647027369097373,8.001879787653266,0.0,,-34.64890715675064,mean
B1,DOTUSDT,2026-03-05 20:41:00+00:00,2026-03-05 22:26:00+00:00,20000.0,39803.956091606975,-101.69071943867856,7.960791218321395,0.0,,-109.65151065699996,mean
B1,XRPUSDT,2026-03-05 21:46:00+00:00,2026-03-05 23:46:00+00:00,20000.0,39950.95586375165,-4.94740794109407,7.990191172750331,0.0,,-12.9375991138444,mean
B1,XLMUSDT,2026-03-06 02:16:00+00:00,2026-03-06 03:46:00+00:00,20000.0,39862.01413044543,-60.86355515778735,7.972402826089087,0.0,,-68.83595798387643,mean
B1,SUIUSDT,2026-03-06 07:31:00+00:00,2026-03-06 08:36:00+00:00,20000.0,39865.66706904088,-59.42157795564219,7.973133413808176,0.0,,-67.39471136945036,mean
B1,SUIUSDT,2026-03-06 09:31:00+00:00,2026-03-06 11:41:00+00:00,20000.0,40028.04697601788,2.604380873174023,8.005609395203576,0.0,,-5.4012285220295535,mean
B1,AVAXUSDT,2026-03-06 12:21:00+00:00,2026-03-06 15:06:00+00:00,20000.0,39518.65532952461,9.0535068057182,7.903731065904923,0.0,,1.1497757398132773,mean
B1,ADAUSDT,2026-03-06 15:16:00+00:00,2026-03-06 16:41:00+00:00,20000.0,40021.00029404312,-25.493313085911268,8.004200058808623,0.0,,-33.49751314471989,mean
B1,SUIUSDT,2026-03-06 14:01:00+00:00,2026-03-06 18:01:00+00:00,20000.0,39655.00854802305,101.2515754757394,7.93100170960461,0.0,,93.3205737661348,timeout
B1,TRXUSDT,2026-03-06 14:51:00+00:00,2026-03-06 18:11:00+00:00,20000.0,40000.61161469614,23.93514688466644,8.000122322939228,0.0,,15.935024561727207,mean
B1,LINKUSDT,2026-03-06 16:41:00+00:00,2026-03-06 18:11:00+00:00,20000.0,39943.94271006281,-12.772177737634363,7.988788542012562,0.0,,-20.76096627964693,mean
B1,AVAXUSDT,2026-03-06 21:26:00+00:00,2026-03-07 00:01:00+00:00,20000.0,40044.2939539332,-8.722588882066702,8.00885879078664,0.0,,-16.731447672853342,mean
B1,LTCUSDT,2026-03-07 08:41:00+00:00,2026-03-07 09:56:00+00:00,20000.0,39955.14212352241,-25.26576257019974,7.991028424704482,0.0,,-33.25679099490422,mean
B1,SUIUSDT,2026-03-07 10:01:00+00:00,2026-03-07 10:21:00+00:00,20000.0,39937.82423565615,-62.70100200514594,7.987564847131231,0.0,,-70.68856685227716,mean
B1,ADAUSDT,2026-03-07 14:06:00+00:00,2026-03-07 15:56:00+00:00,20000.0,40104.92020634591,-101.34714787861697,8.020984041269182,0.0,,-109.36813191988615,mean
B1,FILUSDT,2026-03-07 15:41:00+00:00,2026-03-07 16:41:00+00:00,20000.0,40072.32629055207,-53.45987296994235,8.014465258110414,0.0,,-61.474338228052765,mean
