id,model,frequency_min,target,signal_time,entry_time,exit_time,gross_target,entry_turnover,exit_turnover,price_pnl,fee,funding_cashflow,net_pnl,net_pnl_including_funding,hold_minutes,z_entry,reason
83,B0,15,SUIUSDT,2026-06-14 21:44:00+00:00,2026-06-14 21:46:00+00:00,2026-06-15 00:01:00+00:00,10075.035519166599,10090.619487487042,10433.466790536795,-342.8473030497525,4.104817255604767,0.34452563150466314,-346.95212030535725,-346.6075946738526,135.0,2.4859867744123987,stop
84,B0,15,ETHUSDT,2026-06-14 21:44:00+00:00,2026-06-14 21:46:00+00:00,2026-06-15 00:46:00+00:00,10075.035519166599,10092.65342703357,10103.635256270652,-10.981829237080381,4.039257736660844,0.2957766977616384,-15.021086973741227,-14.725310275979588,180.0,2.437871508605912,mean
82,B0,15,AVAXUSDT,2026-06-14 21:44:00+00:00,2026-06-14 21:46:00+00:00,2026-06-15 01:16:00+00:00,10075.035519166599,10082.55757047253,10115.654596218637,-33.09702574610536,4.0396424333382335,0.38972109262368376,-37.13666817944359,-36.74694708681991,210.0,2.5033559979461915,mean
85,B0,15,ADAUSDT,2026-06-15 00:14:00+00:00,2026-06-15 00:16:00+00:00,2026-06-15 02:01:00+00:00,10018.311773038666,9975.383816860676,9669.52212909249,305.8616877681869,3.928981189190633,0.0,301.93270657899626,301.93270657899626,105.0,3.118117801324827,mean
87,B0,15,XLMUSDT,2026-06-15 13:14:00+00:00,2026-06-15 13:16:00+00:00,2026-06-15 14:01:00+00:00,10061.201399147723,10065.082286861956,10411.936626321485,-346.8543394595281,4.095403782636689,0.0,-350.94974324216474,-350.94974324216474,45.0,2.0908625852184515,stop
86,B0,15,BCHUSDT,2026-06-15 11:44:00+00:00,2026-06-15 11:46:00+00:00,2026-06-15 14:46:00+00:00,10065.420804620833,10081.4919071607,10194.88246396975,-113.39055680905147,4.05527487422609,0.0,-117.44583168327756,-117.44583168327756,180.0,2.004211742107504,mean
89,B0,15,XLMUSDT,2026-06-15 14:14:00+00:00,2026-06-15 14:16:00+00:00,2026-06-15 15:16:00+00:00,10023.322608630377,10004.893039928449,10390.496323538011,-385.60328360956055,4.079077872693292,0.0,-389.68236148225384,-389.68236148225384,60.0,2.0008740986848204,stop
88,B0,15,ETHUSDT,2026-06-15 13:29:00+00:00,2026-06-15 13:31:00+00:00,2026-06-15 17:16:00+00:00,10061.538202216665,10025.650744296956,10115.00996155158,-89.35921725462316,4.028132141169707,0.7003543101318351,-93.38734939579287,-92.68699508566104,225.0,2.5067072598954,mean
90,B0,15,XLMUSDT,2026-06-15 15:29:00+00:00,2026-06-15 15:31:00+00:00,2026-06-15 18:16:00+00:00,9977.969258132041,9985.901922177198,9895.557692774031,90.34422940316648,3.976291922990246,0.6829525439366203,86.36793748017624,87.05089002411286,165.0,2.9079638594732713,mean
91,B0,15,UNIUSDT,2026-06-16 00:59:00+00:00,2026-06-16 01:01:00+00:00,2026-06-16 02:16:00+00:00,9979.049400473908,9975.691712250331,9596.272942986014,379.4187692643175,3.914392931047269,0.0,375.5043763332703,375.5043763332703,75.0,2.137151659151303,mean
92,B0,15,AVAXUSDT,2026-06-18 15:29:00+00:00,2026-06-18 15:31:00+00:00,2026-06-18 18:31:00+00:00,10016.599838107235,10037.145088642954,9947.062067063258,-90.08302157969646,3.9968414311412426,0.8406491153398438,-94.07986301083771,-93.23921389549787,180.0,-2.158730008476531,mean
93,B0,15,FILUSDT,2026-06-22 01:29:00+00:00,2026-06-22 01:31:00+00:00,2026-06-22 03:46:00+00:00,10007.275916717685,10007.275916717685,9872.703746688474,134.57217002920967,3.9759959326812315,0.0,130.59617409652844,130.59617409652844,135.0,2.2354143069300543,mean
