start_equity,end_equity,interval_return,daily_sharpe_sqrt365,max_drawdown,trades,gross_price_pnl,fees,slippage,funding,turnover,break_even_one_way_bp,model,cost_bp,period
100000,106038.7869471686,0.0603878694716861,1.5667958008390892,-0.1407119881646911,974,6038.786947168614,0.0,0.0,,38972238.44263722,1.549509904609927,B0,0,2026-07-01/2026-09-01
100000,78758.22003732278,-0.2124177996267722,-4.248770119621742,-0.2632172910187508,974,6038.786947168614,27280.56690984605,0.0,,38972238.44263722,1.549509904609927,B0,7,2026-07-01/2026-09-01
100000,67066.54850453128,-0.3293345149546871,-6.26913361485803,-0.3634598582930616,974,6038.786947168614,38972.23844263721,0.0,,38972238.44263722,1.549509904609927,B0,10,2026-07-01/2026-09-01
100000,97782.2130136162,-0.0221778698638381,-1.5783387572647845,-0.0412813609278372,1162,-2217.786986383828,0.0,0.0,,46487440.54220627,-0.4770722931864325,B1,0,2026-07-01/2026-09-01
100000,65241.00463407198,-0.3475899536592802,-18.17073721442357,-0.354545352041287,1162,-2217.786986383828,32541.208379544387,0.0,,46487440.54220627,-0.4770722931864325,B1,7,2026-07-01/2026-09-01
100000,51294.772471409946,-0.4870522752859005,-22.49240206668438,-0.4927777107539345,1162,-2217.786986383828,46487.44054220626,0.0,,46487440.54220627,-0.4770722931864325,B1,10,2026-07-01/2026-09-01
100000,103334.21871573826,0.0333421871573826,2.996947408654397,-0.0317810973985018,1139,3334.21871573815,0.0,0.0,,45572372.23965286,0.7316315899037228,B2,0,2026-07-01/2026-09-01
100000,71433.55814798104,-0.2856644185201896,-23.07926276359084,-0.2866032780581616,1139,3334.21871573815,31900.660567757,0.0,,45572372.23965286,0.7316315899037228,B2,7,2026-07-01/2026-09-01
100000,57761.84647608517,-0.4223815352391483,-30.694406886790404,-0.4223885592488932,1139,3334.21871573815,45572.37223965285,0.0,,45572372.23965286,0.7316315899037228,B2,10,2026-07-01/2026-09-01
