symbol,band,minutes,n,mean,median,positive_rate,q05,model
DOTUSDT,2-3,30,1824,-0.000453684091134079,0.0,0.4512061403508772,-0.012502337898915927,B2
DOTUSDT,2-3,60,1824,-0.0006843047263846816,-0.000189395944794446,0.4550438596491228,-0.018316007664897417,B2
DOTUSDT,2-3,120,1824,-0.0006116953864906327,-0.0007259967994474592,0.46600877192982454,-0.02197882578955569,B2
DOTUSDT,2-3,240,1824,9.214029405746387e-05,-0.0008305670758795292,0.4649122807017544,-0.02859778597785989,B2
DOTUSDT,2-3,1440,1817,-0.0034562748819183266,0.0,0.4936708860759494,-0.061390418048640004,B2
DOTUSDT,3-4,5,454,-0.00024157485682752073,0.0,0.43171806167400884,-0.007087462077264167,B2
DOTUSDT,3-4,15,454,-0.00025183006327979414,0.0,0.4933920704845815,-0.011241794394704269,B2
DOTUSDT,3-4,30,454,-0.0004986280377295586,0.0,0.4977973568281938,-0.013601230319358398,B2
DOTUSDT,3-4,60,454,-0.0013465928446257478,-0.0008910970975467558,0.44713656387665196,-0.020319235441428454,B2
DOTUSDT,3-4,120,454,-0.002039386097887239,-0.002182747091258652,0.41629955947136565,-0.025481049284275074,B2
DOTUSDT,3-4,240,454,-0.0024361482957676373,-0.002092329365235568,0.44273127753303965,-0.029838439785911972,B2
DOTUSDT,3-4,1440,453,0.0009562043562834106,0.0021608097350165334,0.5298013245033113,-0.07220415905299117,B2
DOTUSDT,4+,5,246,-0.00038491673533887997,0.0,0.4634146341463415,-0.00819933691183114,B2
DOTUSDT,4+,15,246,-0.0003984931780300954,-0.0005151320794671288,0.42276422764227645,-0.009714148274494627,B2
DOTUSDT,4+,30,246,-0.00022936737971432657,-0.0004472704065168198,0.45528455284552843,-0.012645193734744736,B2
DOTUSDT,4+,60,246,-0.0003182652279106443,-0.0007521634245472031,0.4715447154471545,-0.012110661634648356,B2
DOTUSDT,4+,120,246,-0.00015423355016374655,-0.0008837813624000823,0.42276422764227645,-0.017252920047350684,B2
DOTUSDT,4+,240,246,-0.0034497608851418284,-0.0015296904803827616,0.43089430894308944,-0.02619142947271369,B2
DOTUSDT,4+,1440,246,0.00018727754739849975,0.0,0.491869918699187,-0.05831111663790367,B2
HBARUSDT,1-2,5,7799,3.4191343492283592e-06,0.0,0.4835235286575202,-0.0037828155981049828,B2
HBARUSDT,1-2,15,7799,1.3413132759916559e-05,0.0,0.4948070265418643,-0.005438484178253166,B2
HBARUSDT,1-2,30,7799,2.9841258023468322e-05,0.0,0.49660212847801,-0.00730171999757081,B2
HBARUSDT,1-2,60,7799,0.00019619662000464627,0.00014547570555722977,0.5082702910629567,-0.009563708756269816,B2
HBARUSDT,1-2,120,7799,0.00045731192772599657,0.0003056234718827877,0.5162200282087447,-0.012877955407518548,B2
HBARUSDT,1-2,240,7793,0.0008624959534988288,0.000253646163601573,0.5069934556653407,-0.01702024539021636,B2
HBARUSDT,1-2,1440,7735,0.0025708326613062054,-0.0017684668752551147,0.4663219133807369,-0.03499632220619304,B2
HBARUSDT,2-3,5,1887,6.071644220439348e-05,0.0,0.48277689454160044,-0.004547021146912145,B2
HBARUSDT,2-3,15,1887,8.236260268659788e-05,0.0,0.4949655537890832,-0.006242519003947377,B2
HBARUSDT,2-3,30,1887,0.00029692254438595935,0.00014082523588232476,0.5082140964493905,-0.008177935809489324,B2
HBARUSDT,2-3,60,1887,0.00020131667065532055,0.00015288182235151382,0.5071542130365659,-0.011860755764518015,B2
HBARUSDT,2-3,120,1887,0.0004403875332059286,0.00045822514128612823,0.5156332803391627,-0.01658946515305224,B2
HBARUSDT,2-3,240,1886,0.000776917889644405,-0.0004126766782672209,0.48568398727465534,-0.021758635409450694,B2
HBARUSDT,2-3,1440,1881,0.005535009493642414,0.0021310004486316814,0.5300372142477405,-0.03863636363636358,B2
HBARUSDT,3-4,5,593,-0.00014467597468077636,0.0,0.4991568296795953,-0.006069235686467334,B2
HBARUSDT,3-4,15,593,-0.0006588768927049657,-0.0003045994517208994,0.45868465430016864,-0.009330399212045482,B2
HBARUSDT,3-4,30,593,-0.0010159989767953386,-0.00011047282368548128,0.4924114671163575,-0.013202046591345228,B2
HBARUSDT,3-4,60,593,-0.0014235035487904816,-0.0007795100222717233,0.44350758853288363,-0.01631705747335921,B2
HBARUSDT,3-4,120,593,-0.0028750515971472145,-0.0019021739130434812,0.42495784148397975,-0.025350672655281636,B2
HBARUSDT,3-4,240,593,-0.0028514927006386436,-0.002879473467708671,0.42833052276559863,-0.027904507765908446,B2
HBARUSDT,3-4,1440,593,0.005232555005221934,0.0013243571349741412,0.5311973018549747,-0.044428162390287684,B2
HBARUSDT,4+,5,354,-6.810431278111466e-05,5.287648054141947e-05,0.5,-0.008511279254526848,B2
