target,side,signal_time,entry_time,exit_time,entry_price,exit_price,notional,gross_price_pnl,fee,net_pnl,funding_cashflow,net_pnl_including_funding,reason,entry_z,entry_pct
AAVEUSDT,-1,2026-04-27 03:34:00+00:00,2026-04-27 03:35:00+00:00,2026-04-27 05:00:00+00:00,99.98,98.66,30000.0,396.0792158431714,0.0,396.0792158431714,0.0,396.0792158431714,repair50,2.3051311790259046,0.022648472664648978
ETHUSDT,1,2026-04-27 05:19:00+00:00,2026-04-27 05:20:00+00:00,2026-04-27 09:25:00+00:00,2344.1,2314.63,30118.82376475295,-378.65352858123197,0.0,-378.65352858123197,0.0,-378.65352858123197,timeout,-3.3927513609372006,0.01890984457922884
DOGEUSDT,1,2026-04-27 05:19:00+00:00,2026-04-27 05:20:00+00:00,2026-04-27 09:25:00+00:00,0.09871,0.09795,30118.82376475295,-231.8944996577114,0.0,-231.8944996577114,0.0,-231.8944996577114,timeout,-3.0337373677604216,0.015041059093151121
FILUSDT,1,2026-04-27 05:19:00+00:00,2026-04-27 05:20:00+00:00,2026-04-27 09:25:00+00:00,0.934,0.923,30118.82376475295,-354.7184811694666,0.0,-354.7184811694666,0.0,-354.7184811694666,timeout,-2.6998679535832126,0.018371566710423393
AAVEUSDT,-1,2026-04-27 14:34:00+00:00,2026-04-27 14:35:00+00:00,2026-04-27 15:15:00+00:00,98.46,97.13,29829.24381193043,402.934128274096,0.0,402.934128274096,0.0,402.934128274096,repair50,2.323512998245041,0.022968846923748565
ETHUSDT,1,2026-04-27 15:24:00+00:00,2026-04-27 15:25:00+00:00,2026-04-27 17:35:00+00:00,2267.57,2289.76,29950.12405041266,293.08610216163595,0.0,293.08610216163595,0.0,293.08610216163595,repair50,-3.3793049846880603,0.01914680557848225
XRPUSDT,1,2026-04-27 15:24:00+00:00,2026-04-27 15:25:00+00:00,2026-04-27 18:25:00+00:00,1.3844,1.395,29950.12405041266,229.32051064314857,0.0,229.32051064314857,0.0,229.32051064314857,repair50,-3.336678610675124,0.015027228793278447
FILUSDT,1,2026-04-27 15:24:00+00:00,2026-04-27 15:25:00+00:00,2026-04-27 18:50:00+00:00,0.899,0.91,29950.12405041266,366.4642542319675,0.0,366.4642542319675,0.0,366.4642542319675,repair50,-3.652190474186065,0.024750233149071654
FILUSDT,-1,2026-04-29 03:54:00+00:00,2026-04-29 03:55:00+00:00,2026-04-29 08:00:00+00:00,0.936,0.939,30216.78531052368,-96.84867086706274,0.0,-96.84867086706274,0.0,-96.84867086706274,timeout,2.237740884750071,0.015284013516510653
DOGEUSDT,-1,2026-04-29 04:44:00+00:00,2026-04-29 04:45:00+00:00,2026-04-29 08:20:00+00:00,0.10226,0.10579,30158.676108003445,-1041.0730164409526,0.0,-1041.0730164409526,0.0,-1041.0730164409526,stop,3.510225494658101,0.017619038717353597
FILUSDT,-1,2026-04-29 09:54:00+00:00,2026-04-29 09:55:00+00:00,2026-04-29 11:30:00+00:00,0.955,0.984,29875.408804331277,-907.2113668330983,0.0,-907.2113668330983,0.0,-907.2113668330983,stop,2.337976348198583,0.015988904182274943
LTCUSDT,-1,2026-04-29 09:54:00+00:00,2026-04-29 09:55:00+00:00,2026-04-29 13:35:00+00:00,56.83,56.11,29875.408804331277,378.5024518584971,0.0,378.5024518584971,0.0,378.5024518584971,repair50,4.293750183529099,0.015472764412533424
FILUSDT,1,2026-04-29 13:34:00+00:00,2026-04-29 13:35:00+00:00,2026-04-29 15:15:00+00:00,0.95,0.916,29537.088560493576,-1057.1168537439794,0.0,-1057.1168537439794,0.0,-1057.1168537439794,stop,-2.206683523797035,0.015130671513923555
DOGEUSDT,1,2026-04-29 12:14:00+00:00,2026-04-29 12:15:00+00:00,2026-04-29 15:40:00+00:00,0.10702,0.10334,29650.558200763655,-1019.5669424295498,0.0,-1019.5669424295498,0.0,-1019.5669424295498,stop,-3.886716683061941,0.020631286058731324
AAVEUSDT,1,2026-04-29 12:14:00+00:00,2026-04-29 12:15:00+00:00,2026-04-29 16:20:00+00:00,95.49,93.83,29650.558200763655,-515.4458750996694,0.0,-515.4458750996694,0.0,-515.4458750996694,timeout,-2.0431662033023223,0.019662863477130643
DOTUSDT,1,2026-04-29 15:39:00+00:00,2026-04-29 15:40:00+00:00,2026-04-29 18:00:00+00:00,1.206,1.217,28854.38811767247,263.1826445227178,0.0,263.1826445227178,0.0,263.1826445227178,repair50,-2.260674166330735,0.015380440416532304
LINKUSDT,1,2026-04-29 18:09:00+00:00,2026-04-29 18:10:00+00:00,2026-04-29 19:00:00+00:00,8.926,9.032,28911.55345599179,343.3368436404999,0.0,343.3368436404999,0.0,343.3368436404999,repair50,-3.577730306613082,0.019972089021513262
LTCUSDT,1,2026-04-29 15:39:00+00:00,2026-04-29 15:40:00+00:00,2026-04-29 19:45:00+00:00,55.24,54.63,28854.38811767247,-318.63100564410274,0.0,-318.63100564410274,0.0,-318.63100564410274,timeout,-4.999041703961278,0.018270135272503762
DOGEUSDT,1,2026-04-29 18:09:00+00:00,2026-04-29 18:10:00+00:00,2026-04-29 20:50:00+00:00,0.10108,0.10219,28911.55345599179,317.4893582919548,0.0,317.4893582919548,0.0,317.4893582919548,repair50,-3.8027799463001917,0.021121947966947996
FILUSDT,-1,2026-04-29 20:54:00+00:00,2026-04-29 20:55:00+00:00,2026-04-30 01:00:00+00:00,0.908,0.927,29120.77058070026,-609.3553315344767,0.0,-609.3553315344767,0.0,-609.3553315344767,timeout,2.0735467966121885,0.015103444683776335
DOGEUSDT,-1,2026-04-30 00:24:00+00:00,2026-04-30 00:25:00+00:00,2026-04-30 04:30:00+00:00,0.10518,0.10585,29043.799380927485,-185.00994091292316,0.0,-185.00994091292316,0.0,-185.00994091292316,timeout,2.7263975143012185,0.015566284105753558
FILUSDT,1,2026-04-30 04:39:00+00:00,2026-04-30 04:40:00+00:00,2026-04-30 07:10:00+00:00,0.912,0.92,28882.460998966042,253.35492104356257,0.0,253.35492104356257,0.0,253.35492104356257,repair50,-2.1411451316605783,0.015302356590138011
DOGEUSDT,-1,2026-05-01 01:09:00+00:00,2026-05-01 01:10:00+00:00,2026-05-01 05:15:00+00:00,0.10866,0.10908,28958.46747527911,-111.93223209660118,0.0,-111.93223209660118,0.0,-111.93223209660118,timeout,3.302226183949635,0.01924930304638761
DOTUSDT,-1,2026-05-01 14:29:00+00:00,2026-05-01 14:30:00+00:00,2026-05-01 14:40:00+00:00,1.226,1.212,28888.103456245022,329.88046361128113,0.0,329.88046361128113,0.0,329.88046361128113,repair50,2.1949312075503,0.015094549283212633
BCHUSDT,-1,2026-05-01 13:54:00+00:00,2026-05-01 13:55:00+00:00,2026-05-01 18:00:00+00:00,452.93,452.62,28924.88780565013,19.79713249233156,0.0,19.79713249233156,0.0,19.79713249233156,timeout,4.872729048203413,0.01888832821610187
TRXUSDT,-1,2026-05-03 05:29:00+00:00,2026-05-03 05:30:00+00:00,2026-05-03 09:35:00+00:00,0.337,0.33935,29029.79108448121,-202.43326127160012,0.0,-202.43326127160012,0.0,-202.43326127160012,timeout,10.96866086579389,0.021685468248231254
FILUSDT,-1,2026-05-04 01:49:00+00:00,2026-05-04 01:50:00+00:00,2026-05-04 02:45:00+00:00,0.939,0.969,29006.29374443674,-926.7186499820037,0.0,-926.7186499820037,0.0,-926.7186499820037,stop,2.1913234529825307,0.015720659797015646
UNIUSDT,-1,2026-05-04 02:04:00+00:00,2026-05-04 02:05:00+00:00,2026-05-04 04:40:00+00:00,3.297,3.401,28870.183801378695,-910.6761041381178,0.0,-910.6761041381178,0.0,-910.6761041381178,stop,3.001737454950303,0.01816939178560495
DOGEUSDT,-1,2026-05-04 01:34:00+00:00,2026-05-04 01:35:00+00:00,2026-05-04 05:40:00+00:00,0.11204,0.11286,28969.061106099733,-212.019190530181,0.0,-212.019190530181,0.0,-212.019190530181,timeout,5.22752694011222,0.030681199406776383
BNBUSDT,-1,2026-05-04 04:39:00+00:00,2026-05-04 04:40:00+00:00,2026-05-04 06:25:00+00:00,635.99,631.05,28306.428955810083,219.8678580507599,0.0,219.8678580507599,0.0,219.8678580507599,repair50,4.664707688772524,0.015416739042366956
BTCUSDT,-1,2026-05-04 02:44:00+00:00,2026-05-04 02:45:00+00:00,2026-05-04 06:50:00+00:00,80129.3,79807.6,28575.552376655807,114.72401730166195,0.0,114.72401730166195,0.0,114.72401730166195,timeout,4.147901361560995,0.016351658965260363
LINKUSDT,-1,2026-05-04 09:29:00+00:00,2026-05-04 09:30:00+00:00,2026-05-04 10:05:00+00:00,9.489,9.395,28454.61448531037,281.8773065253685,0.0,281.8773065253685,0.0,281.8773065253685,repair50,2.9862264021407467,0.016247994274675603
DOGEUSDT,1,2026-05-04 10:04:00+00:00,2026-05-04 10:05:00+00:00,2026-05-04 14:10:00+00:00,0.1101,0.11024,28539.177677267977,36.28959922631451,0.0,36.28959922631451,0.0,36.28959922631451,timeout,-3.0277097728265034,0.01781630671067269
UNIUSDT,1,2026-05-04 10:09:00+00:00,2026-05-04 10:10:00+00:00,2026-05-04 14:15:00+00:00,3.306,3.278,28488.631449774177,-241.28302498296358,0.0,-241.28302498296358,0.0,-241.28302498296358,timeout,-3.5432513520933537,0.02169431905876118
FILUSDT,1,2026-05-04 10:09:00+00:00,2026-05-04 10:10:00+00:00,2026-05-04 14:15:00+00:00,0.93,0.934,28488.631449774177,122.53174817107416,0.0,122.53174817107416,0.0,122.53174817107416,timeout,-3.2475066673346578,0.023375159263399947
BTCUSDT,-1,2026-05-04 14:54:00+00:00,2026-05-04 14:55:00+00:00,2026-05-04 15:20:00+00:00,80415.5,79452.1,28514.439173992305,341.61089218153273,0.0,341.61089218153273,0.0,341.61089218153273,repair50,4.675387326302827,0.01873747376985757
NEARUSDT,-1,2026-05-04 14:54:00+00:00,2026-05-04 14:55:00+00:00,2026-05-04 15:20:00+00:00,1.28,1.267,28514.439173992305,289.5997728608619,0.0,289.5997728608619,0.0,289.5997728608619,repair50,3.179424246426912,0.02050256132214412
UNIUSDT,-1,2026-05-04 14:54:00+00:00,2026-05-04 14:55:00+00:00,2026-05-04 15:20:00+00:00,3.345,3.29,28514.439173992305,468.84728088776825,0.0,468.84728088776825,0.0,468.84728088776825,repair50,2.9699755408535795,0.018836116149266946
ADAUSDT,-1,2026-05-05 07:39:00+00:00,2026-05-05 07:40:00+00:00,2026-05-05 11:45:00+00:00,0.2576,0.2589,28844.456557771355,-145.5659686533501,0.0,-145.5659686533501,0.0,-145.5659686533501,timeout,3.0635105498570785,0.017322732318924894
BCHUSDT,-1,2026-05-05 08:34:00+00:00,2026-05-05 08:35:00+00:00,2026-05-05 12:40:00+00:00,454.35,459.51,28867.971060399974,-327.8501830563707,0.0,-327.8501830563707,0.0,-327.8501830563707,timeout,5.095918963577442,0.019564901337666862
SUIUSDT,-1,2026-05-05 12:34:00+00:00,2026-05-05 12:35:00+00:00,2026-05-05 14:40:00+00:00,0.9693,0.9603,28709.103082262493,266.5654882289927,0.0,266.5654882289927,0.0,266.5654882289927,repair50,2.8287589467419254,0.017586696782899702
DOTUSDT,-1,2026-05-05 13:49:00+00:00,2026-05-05 13:50:00+00:00,2026-05-05 14:40:00+00:00,1.287,1.269,28639.344546710912,400.55027338057135,0.0,400.55027338057135,0.0,400.55027338057135,repair50,2.396473018460852,0.01659048870526325
FILUSDT,1,2026-05-05 16:44:00+00:00,2026-05-05 16:45:00+00:00,2026-05-05 18:00:00+00:00,0.941,0.95,28902.56644074131,276.43262270634494,0.0,276.43262270634494,0.0,276.43262270634494,repair50,-2.1780692249284446,0.015406145753831924
FILUSDT,-1,2026-05-05 20:14:00+00:00,2026-05-05 20:15:00+00:00,2026-05-06 00:20:00+00:00,0.969,0.979,28985.496227553213,-299.1279280449261,0.0,-299.1279280449261,0.0,-299.1279280449261,timeout,2.5010720819060692,0.0179684230824948
NEARUSDT,-1,2026-05-05 20:14:00+00:00,2026-05-05 20:15:00+00:00,2026-05-06 00:20:00+00:00,1.293,1.294,28985.496227553213,-22.417243795479866,0.0,-22.417243795479866,0.0,-22.417243795479866,timeout,2.360299350246488,0.015148339944796918
ADAUSDT,-1,2026-05-05 21:24:00+00:00,2026-05-05 21:25:00+00:00,2026-05-06 00:25:00+00:00,0.264,0.2611,28613.175651499896,314.3113992020822,0.0,314.3113992020822,0.0,314.3113992020822,repair50,3.4309627851060363,0.019441904941843724
