model,frequency_min,center_hours,scale_days,center_kind,logic,entry_sigma,exit_sigma,hold_hours,exit_rule,stage,cost_bp,train_return,train_start_equity,train_end_equity,train_max_drawdown,train_sharpe_daily,train_trades,train_win_rate,train_profit_factor,train_net_pnl,train_gross_price_pnl,train_funding_cashflow,train_net_pnl_including_funding,train_fees,train_turnover,train_break_even_bp,train_median_hold_min,valid_return,valid_start_equity,valid_end_equity,valid_max_drawdown,valid_sharpe_daily,valid_trades,valid_win_rate,valid_profit_factor,valid_net_pnl,valid_gross_price_pnl,valid_funding_cashflow,valid_net_pnl_including_funding,valid_fees,valid_turnover,valid_break_even_bp,valid_median_hold_min,holdout_return,holdout_start_equity,holdout_end_equity,holdout_max_drawdown,holdout_sharpe_daily,holdout_trades,holdout_win_rate,holdout_profit_factor,holdout_net_pnl,holdout_gross_price_pnl,holdout_funding_cashflow,holdout_net_pnl_including_funding,holdout_fees,holdout_turnover,holdout_break_even_bp,holdout_median_hold_min,all_return,all_start_equity,all_end_equity,all_max_drawdown,all_sharpe_daily,all_trades,all_win_rate,all_profit_factor,all_net_pnl,all_gross_price_pnl,all_funding_cashflow,all_net_pnl_including_funding,all_fees,all_turnover,all_break_even_bp,all_median_hold_min,funding_cash,all_gross_fees,all_net_fees_reference,run_index
B0,15,12,14,sma,band,2.0,0.5,4,band,period,2.0,0.004732304674382126,100000.0,100473.23046743822,-0.03846196164386806,0.41025269602930736,320,0.53125,1.0176460184367566,351.9977685916019,1643.9365021794672,121.23269884645354,473.2304674380555,1291.9387335878646,6459693.667939322,2.5449140264013357,255.0,-0.026245060598387493,100473.23046743822,97836.30444530454,-0.09427804606404055,-0.974470352443571,524,0.5400763358778626,0.9413266606623981,-2729.1045988514097,-670.4961269002534,92.17857671773487,-2636.926022133675,2058.6084719511573,10293042.359755786,-0.6514071384003919,255.0,0.006643547641617786,97836.30444530454,98486.28459496674,-0.07291928789168223,0.3919246330777678,513,0.5672514619883041,1.0169040318929297,497.07786092111655,2546.4374026285286,152.90228874116377,649.9801496622804,2049.359541707412,10246797.70853706,2.4851055666952213,255.0,-0.015137154050332557,100000.0,98486.28459496674,-0.10784878373459761,-0.1966829091434941,1357,0.548268238761975,0.9803892223520525,-1880.0289693386912,3519.8777779077436,366.31356430535214,-1513.715405033339,5399.906747246434,26999533.73623217,1.3036809495655197,255.0,366.31356430535214,5399.906747246431,5399.906747246431,21
PEER,15,1,1,sma,band,2.0,0.5,4,band,period,2.0,-0.05131854569091998,100000.0,94868.145430908,-0.053838420746056714,-9.084242958725858,2187,0.4929126657521719,0.710490087899719,-5139.321837066713,3378.91084597591,7.467267974589021,-5131.854569092124,8518.232683042621,42591163.41521311,0.7933361230440114,45.0,-0.08554765009379017,94868.145430908,86752.39852053788,-0.08748460068048791,-11.31634592374655,2097,0.48831664282308057,0.6442820840808463,-8116.140430112578,-557.6573415715234,0.39351974277348034,-8115.746910369804,7558.483088541055,37792415.44270527,-0.1475580047051909,45.0,-0.07055790835598497,86752.39852053788,80631.33073606389,-0.07630005511304572,-10.29342709307534,2244,0.5133689839572193,0.6796695540654861,-6132.27850938474,1368.5567445251208,11.210724910392294,-6121.067784474348,7500.83525390986,37504176.269549295,0.364907826448195,45.0,-0.1936866926393611,100000.0,80631.33073606389,-0.2005240682166528,-10.256387624365972,6528,0.49846813725490197,0.6753104601594168,-19387.74077656403,4189.810248929508,19.07151262775482,-19368.669263936277,23577.551025493536,117887755.12746769,0.3554067379092273,45.0,19.07151262775482,23577.551025493554,20110.798027540925,22
PEER,15,12,14,sma,band,2.0,0.5,4,band,period,2.0,-0.009133920626442027,100000.0,99086.6079373558,-0.027240990220932626,-1.9820967183857063,464,0.5237068965517241,0.8893012676140456,-993.8834331434213,861.4342485511011,80.49137049932918,-913.3920626440921,1855.3176816945222,9276588.408472613,0.9286110481783637,255.0,-0.029396732635011302,99086.6079373558,96173.78541611116,-0.043182355560650976,-2.7398221442829254,676,0.5650887573964497,0.8519535919351153,-2943.253255427103,-300.3450015389732,30.430734182794403,-2912.8225212443085,2642.9082538881294,13214541.269440645,-0.22728371376276038,255.0,-0.03152082092545594,96173.78541611116,93142.3087482867,-0.0397481292399372,-3.813137573925072,617,0.5380875202593193,0.7853292524657735,-3084.1912911093314,-724.0353837509148,52.714623285210656,-3031.476667824121,2360.1559073584162,11800779.53679208,-0.6135487757342988,255.0,-0.06857691251713305,100000.0,93142.3087482867,-0.08115586598585489,-2.838256152988264,1757,0.5446784291405805,0.8375668810816695,-7021.327979679855,-162.94613673878666,163.636727967334,-6857.691251712521,6858.381842941068,34291909.21470534,-0.04751737085227986,255.0,163.636727967334,6858.38184294106,6428.340914075873,23
MEDIAN,15,1,1,sma,band,2.0,0.5,4,band,period,2.0,-0.05555164066293694,100000.0,94444.8359337063,-0.05794796683235337,-9.239577668080468,2175,0.48551724137931035,0.6905755018661387,-5575.438318606166,2902.954613875179,20.274252312552388,-5555.164066293613,8478.392932481343,42391964.66240673,0.6847888832219009,45.0,-0.086574198144719,94444.8359337063,86268.34999383613,-0.08876799135669655,-13.143529733433361,2136,0.4911048689138577,0.65133917352362,-8185.097247179973,-518.7969308200295,8.611307309552217,-8176.485939870421,7666.300316359943,38331501.58179972,-0.1353447972062646,52.5,-0.07167310845681141,86268.34999383613,80085.22918833775,-0.07553224158470129,-11.797632609235077,2293,0.5032708242477104,0.6845829410213078,-6197.01568920944,1458.447179033392,13.894883710676039,-6183.120805498764,7655.462868242831,38277314.341214165,0.3810212926728364,45.0,-0.19914770811662252,100000.0,80085.22918833775,-0.204406493697471,-11.43693130682358,6604,0.49348879466989704,0.673584764122465,-19957.551254995575,3842.6048620885413,42.78044333278065,-19914.770811662795,23800.156117084123,119000780.58542061,0.32290585348978107,45.0,42.78044333278065,23800.15611708419,20653.431897462553,24
MEDIAN,15,12,14,sma,band,2.0,0.5,4,band,period,2.0,-0.009617253698541162,100000.0,99038.27463014588,-0.020785660033098008,-2.0540135959775268,472,0.5360169491525424,0.8844765493022957,-1047.2790471068924,838.1677196487062,85.55367725286685,-961.7253698540256,1885.4467667555987,9427233.833777992,0.8890918952763559,255.0,-0.03913190009712175,99038.27463014588,95162.7187615277,-0.047420212519031724,-3.7780152254863544,686,0.5626822157434402,0.8091308584052496,-3918.168065379894,-1258.6340200580648,42.61219676197701,-3875.555868617917,2659.5340453218287,13297670.22660914,-0.9465071690073127,255.0,-0.023090402708576985,95162.7187615277,92965.37326248098,-0.029263108494448353,-3.0492067394631874,627,0.5454545454545454,0.8393635961110676,-2251.8240990452814,119.03287670421727,54.47859999817135,-2197.34549904711,2370.8569757494993,11854284.878747497,0.10041337619413959,255.0,-0.07034626737519023,100000.0,92965.37326248098,-0.08090304160604833,-3.0415446552621836,1785,0.5495798319327732,0.8345106149455407,-7217.271211532068,-301.43342370514154,182.64447401301513,-7034.626737519053,6915.837787826927,34579188.93913463,-0.08717191841477737,255.0,182.64447401301513,6915.837787826925,6545.961950540817,25
PCA3,15,1,1,sma,band,2.0,0.5,4,band,period,2.0,-0.033921616152188694,100000.0,96607.83838478113,-0.035247614463268295,-8.003802936175115,1161,0.49440137812230833,0.6352523745067308,-3401.3717048604535,1156.9813347100016,9.210089641497799,-3392.161615218956,4558.353039570455,22791765.197852276,0.5076312978246313,45.0,-0.09226249568966527,96607.83838478113,87694.55811221739,-0.09398750774170406,-12.22814514437569,2238,0.46872207327971405,0.6196374708313958,-8915.979979607579,-696.3113896107182,2.69970704419424,-8913.280272563385,8219.66858999686,41098342.9499843,-0.16942566041120258,45.0,-0.07389805284844941,87694.55811221739,81214.10102231933,-0.07395473010123621,-13.108541511694124,2295,0.48932461873638344,0.6549855948790648,-6495.712790723798,1249.8196364589867,15.255700825403775,-6480.457089898395,7745.532427182785,38727662.13591392,0.32272013530606897,45.0,-0.1878589897768067,100000.0,81214.10102231933,-0.18901706763756743,-10.971453863706309,5694,0.4822620302072357,0.6353589705181694,-18813.064475191826,1710.4895815582709,27.16549751109579,-18785.898977680732,20523.554056750098,102617770.2837505,0.16668551429528833,45.0,27.16549751109579,20523.554056750207,17789.63991520724,26
PCA3,15,12,14,sma,band,2.0,0.5,4,band,period,2.0,-0.009108128822768458,100000.0,99089.18711772315,-0.013130242598113573,-2.5196846581080643,224,0.5267857142857143,0.7893049906555507,-950.3422717998278,-59.72850671730106,39.52938952293167,-910.8128822768962,890.6137650825267,4453068.825412633,-0.1341288649671083,255.0,-0.029807775146479143,99089.18711772315,96135.55890867066,-0.03679533442571992,-3.406491472897332,667,0.5322338830584707,0.8395620445968033,-2967.852277129694,-350.24930181831604,14.224068077476426,-2953.6282090522177,2617.602975311378,13088014.876556892,-0.267610714934072,255.0,-0.01651239079305411,96135.55890867066,94548.13099086202,-0.022397588344884478,-2.877438776175674,641,0.5366614664586583,0.8739424771951269,-1639.3452039778279,807.7752550041293,51.91728616902985,-1587.427917808798,2447.1204589819567,12235602.294909785,0.660184301135856,255.0,-0.054518690091379884,100000.0,94548.13099086202,-0.05741145852676888,-2.8959374992419766,1532,0.533289817232376,0.8456825925708022,-5557.539752907349,397.7974464685125,105.67074376943799,-5451.869009137911,5955.337199375862,29776685.99687931,0.13359359282299008,255.0,105.67074376943799,5955.337199375883,5661.4225652470905,27
AR1,15,1,1,sma,band,2.0,0.5,4,band,period,2.0,-0.028987455235842674,100000.0,97101.25447641574,-0.06722269392839497,-2.300768207262685,1709,0.478642480983031,0.9126774522910751,-2915.445436776972,3832.833199138038,16.69991319299011,-2898.745523583982,6748.278635915009,33741393.17957505,1.1359439661365844,30.0,-0.06113508645025445,97101.25447641574,91164.9608895719,-0.08302415113059214,-3.8008748766336904,1942,0.4654994850669413,0.8784807149072755,-5940.674704810073,1326.1168463729211,4.381117965859726,-5936.293586844214,7266.791551182996,36333957.755914986,0.3649800154669459,30.0,-0.09289137444469442,91164.9608895719,82696.52237134275,-0.12429440267356662,-5.3579706116770565,2254,0.43788819875776397,0.8140285265623909,-8472.46663158342,-649.7194996193604,4.02811335375562,-8468.438518229665,7822.747131964061,39113735.6598203,-0.16611031614829533,30.0,-0.1730347762865725,100000.0,82696.52237134275,-0.21255927417392273,-3.963141287390802,5905,0.4587637595258256,0.8644421273646696,-17328.586773170464,4509.230545891599,25.10914451260547,-17303.47762865786,21837.817319062066,109189086.59531033,0.412974472678231,30.0,25.10914451260547,21837.817319062066,21837.817319062066,28
AR1,15,12,14,sma,band,2.0,0.5,4,band,period,2.0,-0.038687401270296795,100000.0,96131.25987297032,-0.06897302545386375,-2.86718921157302,1175,0.5923404255319149,0.8606677169586098,-3868.780346638867,663.4613715490473,0.04021960929351154,-3868.740127029573,4532.241718187914,22661208.590939566,0.2927740455177281,30.0,0.037513252130565,96131.25987297032,99737.45606221393,-0.05748874606244414,1.7751757813017914,1692,0.5638297872340425,1.0602553345073056,3593.801126893312,10083.879038515295,12.39506235039192,3606.196189243704,6490.077911621982,32450389.55810991,3.1074754959282638,45.0,-0.0594475472658077,99737.45606221393,93808.30892878404,-0.09164654439833297,-3.2181527859823906,1768,0.5542986425339367,0.8690977869109426,-5997.610019189142,763.298619051772,68.46288575933823,-5929.147133429804,6760.908638240913,33804543.19120457,0.22579764345118283,30.0,-0.061916910712159545,100000.0,93808.30892878404,-0.09659169141914159,-1.1119660679236665,4635,0.5674217907227616,0.9529180080643902,-6272.589238934697,11510.639029116115,80.89816771902366,-6191.691071215673,17783.228268050807,88916141.34025404,1.2945499945919299,30.0,80.89816771902366,17783.228268050778,17783.228268050778,29
B0,15,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,0.01345585835278218,100000.0,101345.58583527821,-0.032658453113078134,0.9969807150388925,599,0.6460767946577629,1.0540575603454083,1299.332709010644,3719.2054405401936,46.2531262676806,1345.5858352783246,2419.872731529548,12099363.657647744,3.0738851610508995,90.0,-0.020774916557360856,101345.58583527821,99240.13974609345,-0.05911903651356798,-0.8764871948698497,833,0.6230492196878752,0.9552609095273503,-2138.814762385646,1169.2885520354032,33.36867320066183,-2105.4460891849844,3308.103314421049,16540516.572105248,0.7069238417906185,90.0,-0.026171502724019358,99240.13974609345,96642.87615839651,-0.07262928245110434,-1.377164897451554,880,0.6352272727272728,0.9282085753451151,-2673.677279853886,838.6195896279785,76.41369215695428,-2597.2635876969316,3512.296869481864,17561484.347409323,0.4775334322760092,97.5,-0.03357123841603493,100000.0,96642.87615839651,-0.07803884637761582,-0.560371090629845,2312,0.6336505190311419,0.9677942320927905,-3513.1593332288876,5727.113582203575,156.03549162529652,-3357.1238416035912,9240.272915432462,46201364.57716231,1.2395983613511128,90.0,156.03549162529652,9240.272915432437,9240.272915432437,30
B0,15,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,0.006076716903242296,100000.0,100607.67169032422,-0.03494455220803272,0.5130520209673024,380,0.6052631578947368,1.0294206759678985,528.3036036888382,2056.887616177816,79.3680866355478,607.671690324386,1528.5840124889787,7642920.062444895,2.6912326694148865,150.0,-0.019763247654384197,100607.67169032422,98619.33735877737,-0.05285265790648863,-0.9450780441022285,560,0.5839285714285715,0.9438436173877289,-2015.5462486887036,208.21823376142493,27.211917142061314,-1988.3343315466423,2223.764482450128,11118822.412250642,0.1872664442702237,135.0,-0.04492724952314042,98619.33735877737,94188.64178145281,-0.08224331924856154,-2.2076485054867194,590,0.6203389830508474,0.8540695911991282,-4519.109245663954,-2195.415579378779,88.4136683391134,-4430.695577324841,2323.693666285173,11618468.331425868,-1.8895912238625934,135.0,-0.05811358218547191,100000.0,94188.64178145281,-0.09450204870222256,-1.0620084636015636,1530,0.6032679738562091,0.9291838352580564,-6006.35189066382,69.69027056046207,194.9936721167223,-5811.358218547098,6076.042161224281,30380210.8061214,0.02293936372107726,135.0,194.9936721167223,6076.042161224283,6076.042161224283,31
B0,15,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,0.0008416973119602655,100000.0,100084.16973119603,-0.03699949934004232,0.10508709645141832,346,0.5982658959537572,1.0005130295940876,8.325451344315525,1387.880662628555,75.84427985186002,84.16973119617555,1379.5552112842404,6897776.056421202,2.0120697617264107,135.0,-0.023686767575036294,100084.16973119603,97713.4992648327,-0.0647625342926007,-1.2458906788637036,516,0.6085271317829457,0.9222549247235439,-2410.8141637845283,-371.80332011890823,40.14369742125579,-2370.6704663632727,2039.010843665619,10195054.218328096,-0.3646898899767508,120.0,-0.0155749040492007,97713.4992648327,96191.62088947129,-0.07072217437066197,-0.8221976298978436,534,0.6404494382022472,0.9361586933492952,-1599.3036581781719,506.1560476658933,77.42528281705273,-1521.8783753611192,2105.459705844065,10527298.529220324,0.48080335734848817,135.0,-0.038083791105287146,100000.0,96191.62088947129,-0.0803582729715896,-0.743487328838331,1396,0.6181948424068768,0.9446413466834356,-4001.792370618384,1522.2333901755399,193.41326009016854,-3808.3791105282157,5524.025760793924,27620128.80396962,0.5511318940542961,135.0,193.41326009016854,5524.025760793924,5524.025760793924,32
B0,15,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,0.0245994039587214,100000.0,102459.94039587214,-0.02557133985799165,1.786632765828816,518,0.5945945945945946,1.0961864310414673,2391.3931109803066,4496.864752429836,68.54728489210729,2459.940395872414,2105.471641449529,10527358.207247645,4.271598499739405,180.0,0.007523329878015073,102459.94039587214,103230.78032675204,-0.0641122829139702,0.39910326809345187,720,0.6152777777777778,1.0139567207406484,720.8535096822288,3654.4322478117624,49.98642119758183,770.8399308798107,2933.578738129534,14667893.690647671,2.491449914272182,165.0,-0.013974629638150327,103230.78032675204,101788.16840442842,-0.08651347399046838,-0.5213315892830991,748,0.6016042780748663,0.9632715463367701,-1553.4958042446015,1600.390735767116,110.8838819209011,-1442.6119223237004,3153.886540011717,15769432.700058585,1.0148689342268922,180.0,0.01788168404428414,100000.0,101788.16840442842,-0.08651347399046838,0.349534730999952,1986,0.6047331319234642,1.0131199080414381,1558.7508164179349,9751.687736008716,229.41758801059038,1788.1684044285253,8192.93691959078,40964684.5979539,2.3805108794846657,180.0,229.41758801059038,8192.936919590798,8192.936919590798,33
B0,60,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,0.005936575419456247,100000.0,100593.65754194563,-0.03063518158660372,0.4950446368213453,331,0.6072507552870091,1.0325540423676594,508.2972273171653,1835.7395226822525,85.3603146283446,593.6575419455099,1327.442295365088,6637211.47682544,2.7658294889230826,120.0,0.03078895809231219,100593.65754194563,103690.83144835701,-0.029865870193786836,1.797726321302756,496,0.6169354838709677,1.099506363656102,3077.8520521268383,5087.485907212665,19.321854284200086,3097.1739064110384,2009.6338550858245,10048169.275429122,5.063097334211058,120.0,-0.030932034651075302,103690.83144835701,100483.46305699763,-0.06308220667525899,-1.7941019829620966,507,0.6252465483234714,0.8673683957963214,-3298.0518067803923,-1180.9094007694566,90.68341542138717,-3207.3683913590053,2117.142406010935,10585712.030054674,-1.1155691723113663,120.0,0.004834630569976239,100000.0,100483.46305699763,-0.06308220667525899,0.14843943862379338,1334,0.6176911544227887,1.0040343334405242,288.0974726636118,5742.316029125457,195.36558433393185,483.4630569975437,5454.218556461847,27271092.782309238,2.1056420712449406,120.0,195.36558433393185,5454.218556461845,5454.218556461845,34
B0,60,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,0.02487396120666885,100000.0,102487.39612066688,-0.021644501304498354,2.3879884774787246,161,0.6211180124223602,1.3366169056488928,2409.5968794792866,3059.5978731736163,77.79924118743567,2487.3961206667223,650.0009936943297,3250004.968471649,9.414132910118061,180.0,-0.02018489028334358,102487.39612066688,100418.69927454564,-0.059565323617653765,-1.367845855158082,247,0.6234817813765182,0.8973993711759092,-2108.1979955356346,-1109.1980996914972,39.50114941433763,-2068.696846121297,998.9998958441379,4994999.479220689,-2.2206170477209985,180.0,0.011646752026540641,100418.69927454564,101588.25096382403,-0.04544819381536325,0.8722250546137449,253,0.6363636363636364,1.0898901115483501,1101.3559682396344,2129.294827840259,68.1957210386845,1169.551689278319,1027.9388596006252,5139694.298003126,4.14284333733143,180.0,0.015882509638240228,100000.0,101588.25096382403,-0.059565323617653765,0.4421437582745356,661,0.6278366111951589,1.0351056114181345,1402.7548521832855,4079.6946013223796,185.49611164045774,1588.2509638237432,2676.9397491390932,13384698.745695466,3.048028707134267,180.0,185.49611164045774,2676.9397491390923,2676.9397491390923,35
B0,60,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,0.01985853096291179,100000.0,101985.85309629118,-0.017100369690919548,2.452111955805744,135,0.6370370370370371,1.3623951755852552,1937.8540749532087,2479.698900938846,47.99902133803976,1985.8530962912484,541.8448259856368,2709224.1299281837,9.152800883271986,180.0,0.007229079907961733,101985.85309629118,102723.11697780591,-0.030115527911834805,0.6126945206743036,203,0.625615763546798,1.0515179915881567,708.7779838206529,1537.6108223370907,28.485897694240577,737.2638815148935,828.8328385164391,4144164.1925821956,3.7103038173278016,180.0,0.011464816192995775,102723.11697780591,103900.81863272807,-0.03087669964253348,1.2705217591155282,186,0.6451612903225806,1.1326332653232696,1123.6876522675702,1897.9366492305821,54.014002654638375,1177.7016549222085,774.2489969630121,3871244.98481506,4.902651877303631,180.0,0.03900818632728065,100000.0,103900.81863272807,-0.03087669964253348,1.2987094383072255,524,0.6354961832061069,1.136717914834829,3770.319711041431,5915.246372506519,130.49892168691878,3900.81863272835,2144.926661465088,10724633.30732544,5.5155698129707815,180.0,130.49892168691878,2144.9266614650883,2144.9266614650883,36
B0,60,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.02715879887641348,100000.0,97284.12011235865,-0.05370947756525346,-2.007260438058562,313,0.5878594249201278,0.8482765214952884,-2815.316962903241,-1572.1403580461415,99.43707526193833,-2715.8798876413025,1243.1766048570998,6215883.0242855,-2.529230926489089,240.0,0.030278437614634557,97284.12011235865,100229.73127407531,-0.03807245366789702,1.486178170400367,461,0.6203904555314533,1.0890989375417939,2916.7169312937613,4708.374493859799,28.894230423007397,2945.6111617167685,1791.657562566038,8958287.812830191,5.255886607166602,180.0,-0.00710779057837152,100229.73127407531,99517.31933445272,-0.06094792210505462,-0.35421979775811513,465,0.6,0.9682194199362688,-821.5511124516552,1081.437581217454,109.13917282933167,-712.4119396223235,1902.98869366911,9514943.468345549,1.136567531709669,240.0,-0.0048268066554727485,100000.0,99517.31933445272,-0.0713237686222038,-0.03977806023732783,1239,0.6045197740112994,0.9906646055622353,-720.1511440611362,4217.67171703111,237.47047851427726,-482.6806655468589,4937.822861092249,24689114.30546124,1.7083122808087774,240.0,237.47047851427726,4937.82286109225,4937.82286109225,37
PEER,15,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.010215946415749744,100000.0,98978.40535842502,-0.015828755469352807,-2.146230703515063,953,0.6484784889821616,0.9059088411813392,-1042.100323156734,2742.5698224414755,20.505681581334766,-1021.5946415753992,3784.6701455982097,18923350.72799105,1.4493045454073417,90.0,-0.05241467636899377,98978.40535842502,93790.4842740441,-0.05425854958516063,-4.720687959460148,1132,0.6033568904593639,0.7554542659479004,-5194.580124286166,-826.8198176306809,6.659039905268337,-5187.921084380898,4367.760306655486,21838801.53327743,-0.3786012782664805,90.0,-0.03922492846603398,93790.4842740441,90111.55923760003,-0.04741376552898258,-5.873959375472117,1083,0.605724838411819,0.7681277275172892,-3705.8128745562326,287.9467865573862,26.887838112388767,-3678.925036443844,3993.7596611136187,19968798.30556809,0.14419835492909716,90.0,-0.09888440762399975,100000.0,90111.55923760003,-0.10656475756175166,-4.25064057262064,3168,0.617739898989899,0.7941483638127087,-9942.493321999133,2203.6967913681815,54.05255959899186,-9888.440762400141,12146.190113367315,60730950.566836566,0.36286222606427593,90.0,54.05255959899186,12146.190113367307,11036.192898295587,38
PEER,15,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.009900088065780244,100000.0,99009.99119342197,-0.012717154431923228,-2.18073165739466,591,0.61082910321489,0.8805606692789782,-1015.327845469239,1335.6506407820757,25.31903889111506,-990.008806578124,2350.9784862513143,11754892.431256574,1.136250840739763,135.0,-0.041361602077990556,99009.99119342197,94914.7793359343,-0.04520153899634849,-4.111403001981051,761,0.5926412614980289,0.7656813042136694,-4111.002009440082,-1150.25952032166,15.790151952474979,-4095.2118574876067,2960.742489118423,14803712.445592115,-0.7770074733275137,150.0,-0.026460117797572624,94914.7793359343,92403.32309397488,-0.027456171707218036,-5.4499398244298405,708,0.5621468926553672,0.7927525674109263,-2539.2704825476612,120.05556386588893,27.814240588226347,-2511.456241959435,2659.32604641355,13296630.23206775,0.09029021772474992,150.0,-0.07596676906025124,100000.0,92403.32309397488,-0.0769121714306582,-3.7177215227856784,2060,0.587378640776699,0.7998414157410099,-7665.600337456983,305.446684326305,68.92343143181635,-7596.676906025166,7971.047021783288,39855235.10891643,0.07663903712814137,135.0,68.92343143181635,7971.047021783289,7406.7092182647775,39
PEER,15,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.014804772685727552,100000.0,98519.52273142725,-0.017532215959407238,-3.564638974965775,524,0.6030534351145038,0.8042092858066427,-1507.0549155919716,573.2175552612555,26.577647019371792,-1480.4772685725998,2080.272470853227,10401362.354266135,0.551098534728145,135.0,-0.045594213550369744,98519.52273142725,94027.60257313005,-0.056356257299973955,-5.154909712508405,687,0.5909752547307132,0.6990001594511978,-4510.627371403634,-1844.7238699321604,18.707213106357006,-4491.920158297277,2665.9035014714736,13329517.50735737,-1.383938967718783,135.0,-0.02769779019530738,94027.60257313005,91423.24576449174,-0.03057281982645088,-5.476945719092229,643,0.5629860031104199,0.7470586381541526,-2626.41103199196,-232.6832330818886,22.054223353538728,-2604.356808638421,2393.727798910071,11968638.994550355,-0.19441077067144857,135.0,-0.08576754235508255,100000.0,91423.24576449174,-0.08810672096985184,-4.612722782038033,1854,0.5846817691477886,0.7385824631934846,-8644.093318987565,-1504.1895477527937,67.33908347926753,-8576.754235508297,7139.903771234773,35699518.85617386,-0.4213472886883628,135.0,67.33908347926753,7139.903771234767,6718.562955712095,40
PEER,15,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.009414765249693202,100000.0,99058.52347503068,-0.014906045478038754,-1.8164532036901486,769,0.6319895968790638,0.9179199431236289,-990.112747332284,2064.308602946777,48.63622236278646,-941.4765249694975,3054.4213502790612,15272106.751395304,1.3516855510181498,180.0,-0.017424667279843375,99058.52347503068,97332.46166224573,-0.023793106497007055,-1.930702813411185,913,0.6122672508214677,0.9118413951662625,-1747.2000623707534,1833.8345723532686,21.138249585828696,-1726.0618127849248,3581.034634724023,17905173.173620112,1.0241925920353998,180.0,-0.03781222845182308,97332.46166224573,93652.10438609458,-0.04290281904211002,-5.543690076235865,893,0.5834266517357223,0.7886352818552231,-3708.142769849389,-271.69757755539695,27.78549369783777,-3680.357276151551,3436.445192293993,17182225.961469963,-0.1581271123803524,180.0,-0.06347895613905419,100000.0,93652.10438609458,-0.06702594320286304,-3.020992178052419,2575,0.6081553398058253,0.8695922593662316,-6445.455579552427,3626.445597744649,97.55996564645281,-6347.895613905974,10071.901177297077,50359505.88648538,0.7201114335631026,180.0,97.55996564645281,10071.901177297086,9306.910900165323,41
PEER,60,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.011684930648077296,100000.0,98831.50693519227,-0.014233333587689745,-2.789637874529613,516,0.5910852713178295,0.845782970983173,-1220.884503203255,828.182993801857,52.39143839551419,-1168.493064807741,2049.0674970051114,10245337.485025559,0.8083511109441905,120.0,-0.016974478616850863,98831.50693519227,97153.8936340497,-0.02635621742369798,-2.127728804041083,652,0.6073619631901841,0.882236990597856,-1696.4682237899988,859.9997623179561,18.854922647537972,-1677.6133011424608,2556.467986107955,12782339.930539776,0.6728030759557807,120.0,-0.03326995330844984,97153.8936340497,93921.58812911077,-0.04147465044989762,-5.817485377935394,616,0.551948051948052,0.7208096185564559,-3256.137328997277,-898.6492316797186,23.8318240583092,-3232.3055049389677,2357.488097317559,11787440.486587796,-0.7623785949988348,150.0,-0.06078411870889233,100000.0,93921.58812911077,-0.06791390250153395,-3.371263612002118,1784,0.5835201793721974,0.818347858079512,-6173.490055990531,789.5335244400944,95.07818510136133,-6078.411870889169,6963.023580430626,34815117.90215313,0.2267789316868193,120.0,95.07818510136133,6963.023580430619,5729.038824131284,42
PEER,60,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.013975130160744142,100000.0,98602.48698392558,-0.016711710480497466,-3.67566186408451,243,0.522633744855967,0.7178526290182938,-1426.9881805645466,-461.7908140509761,29.475164490021946,-1397.5130160745246,965.1973665135708,4825986.832567854,-0.9568837008311156,180.0,-0.014793058919988167,98602.48698392558,97143.854584315,-0.02767595294678915,-2.842685107175799,330,0.5818181818181818,0.839245925613231,-1478.960356242551,-184.20213264866294,20.327956631672823,-1458.632399610878,1294.758223593888,6473791.117969439,-0.28453518084228757,180.0,0.0011305342634004845,97143.854584315,97253.67904040136,-0.009063545049142419,0.33119106132427206,306,0.5490196078431373,1.0187762377451601,96.30019403745635,1285.448947175887,13.524262048723891,109.82445608618025,1189.1487531384312,5945743.765692156,2.1619649245450545,180.0,-0.02746320959598636,100000.0,97253.67904040136,-0.03443912193268284,-2.1731692525462587,879,0.5540386803185438,0.8550724694609702,-2809.6483427696417,639.4560004762479,63.32738317041865,-2746.320959599223,3449.10434324589,17245521.716229454,0.37079539314514753,180.0,63.32738317041865,3449.1043432458887,3023.4498152514925,43
