model,frequency_min,center_hours,scale_days,center_kind,logic,entry_sigma,exit_sigma,hold_hours,exit_rule,stage,cost_bp,train_return,train_start_equity,train_end_equity,train_max_drawdown,train_sharpe_daily,train_trades,train_win_rate,train_profit_factor,train_net_pnl,train_gross_price_pnl,train_funding_cashflow,train_net_pnl_including_funding,train_fees,train_turnover,train_break_even_bp,train_median_hold_min,valid_return,valid_start_equity,valid_end_equity,valid_max_drawdown,valid_sharpe_daily,valid_trades,valid_win_rate,valid_profit_factor,valid_net_pnl,valid_gross_price_pnl,valid_funding_cashflow,valid_net_pnl_including_funding,valid_fees,valid_turnover,valid_break_even_bp,valid_median_hold_min,holdout_return,holdout_start_equity,holdout_end_equity,holdout_max_drawdown,holdout_sharpe_daily,holdout_trades,holdout_win_rate,holdout_profit_factor,holdout_net_pnl,holdout_gross_price_pnl,holdout_funding_cashflow,holdout_net_pnl_including_funding,holdout_fees,holdout_turnover,holdout_break_even_bp,holdout_median_hold_min,all_return,all_start_equity,all_end_equity,all_max_drawdown,all_sharpe_daily,all_trades,all_win_rate,all_profit_factor,all_net_pnl,all_gross_price_pnl,all_funding_cashflow,all_net_pnl_including_funding,all_fees,all_turnover,all_break_even_bp,all_median_hold_min,funding_cash,all_gross_fees,all_net_fees_reference,run_index
PEER,60,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.007430629557160007,100000.0,99256.937044284,-0.010007258074211434,-2.5831833786079406,187,0.5454545454545454,0.7774122468134248,-769.4607210016432,-24.888402983594347,26.397765285482652,-743.0629557161604,744.5723180180489,3722861.590090244,-0.06685288287333573,180.0,-0.012090069412138638,99256.937044284,98056.91378578234,-0.019293543135872615,-2.9623203098730198,254,0.547244094488189,0.8049061224296566,-1211.3247660780078,-206.31751867398225,11.301507576315553,-1200.0232585016922,1005.0072474040256,5025036.2370201275,-0.4105791658854377,180.0,-0.0036592322072002137,98056.91378578234,97698.10076871875,-0.009242197588226642,-0.8638076604922276,243,0.5473251028806584,0.914854407835888,-373.95885529017704,579.8207996910082,15.145838226623527,-358.8130170635535,953.7796549811851,4768898.274905926,1.2158380537115696,180.0,-0.02301899231281246,100000.0,97698.10076871875,-0.024477411955724837,-2.060890700453579,684,0.5467836257309941,0.8324956836983171,-2354.744342369828,348.6148780334321,52.84511108842176,-2301.899231281406,2703.3592204032598,13516796.1020163,0.25791235985384825,180.0,52.84511108842176,2703.3592204032593,2388.278492992321,44
PEER,60,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.022651626684053516,100000.0,97734.83733159465,-0.028715278690416457,-4.680943044720154,463,0.5874730021598272,0.7516930069435578,-2320.097893506607,-488.6654973196514,54.93522510133277,-2265.162668405274,1831.432396186955,9157161.980934775,-0.5336429543750059,240.0,0.004979674349900209,97734.83733159465,98221.52499414646,-0.02336998000342161,0.5834887358653634,585,0.6170940170940171,1.0326087538129343,464.97623764204627,2763.407670261219,21.71142490990491,486.6876625519512,2298.4314326191725,11492157.163095862,2.404603096740793,240.0,-0.034414058955139715,98221.52499414646,94841.32364233417,-0.04179138204686339,-4.993922038744149,551,0.542649727767695,0.7276709505481729,-3402.128473056755,-1267.2666328980144,21.92712124441589,-3380.201351812339,2134.861840158741,10674309.200793706,-1.1872118458061762,240.0,-0.05158676357665826,100000.0,94841.32364233417,-0.058571712755212,-2.4529811347610533,1599,0.5828642901813633,0.8543521526234865,-5257.250128921314,1007.4755400435547,98.57377125565365,-5158.67635766566,6264.7256689648675,31323628.344824344,0.3216343678174248,240.0,98.57377125565365,6264.725668964857,5228.825252012766,45
MEDIAN,15,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.025176834644396018,100000.0,97482.3165355604,-0.02688958834726718,-4.747387297674042,924,0.604978354978355,0.7887099777712127,-2534.8958122651634,1115.6191101488898,17.21234782532522,-2517.683464439838,3650.514922414053,18252574.612070262,0.6112119160499916,90.0,-0.0516672963417284,97482.3165355604,92445.66879903943,-0.054403506140524915,-4.668962218889496,1146,0.6012216404886562,0.765526425690201,-5047.624557939371,-686.9465879243978,10.976821418940105,-5036.647736520431,4360.677970014973,21803389.850074857,-0.3150641219773628,90.0,-0.03682983538803253,92445.66879903943,89040.91003483423,-0.044909913455707495,-5.579132792797004,1091,0.5847846012832264,0.7878748925989019,-3429.0680608919993,552.9526553859574,24.309296686591114,-3404.758764205408,3982.0207162779575,19910103.58138979,0.27772465026390364,105.0,-0.10959089965165769,100000.0,89040.91003483423,-0.11481370671700386,-4.714002845628682,3161,0.5966466308130338,0.7783943692671634,-11011.588431096534,981.6251776104485,52.49846593085649,-10959.089965165678,11993.213608706981,59966068.043534905,0.16369677213083175,90.0,52.49846593085649,11993.213608706967,11014.684974323429,46
MEDIAN,15,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.014000929391058348,100000.0,98599.90706089417,-0.01641800269715532,-2.733628932866579,587,0.5979557069846678,0.8344657109211454,-1431.5168814750002,898.9450078795448,31.423942369284525,-1400.0929391057157,2330.461889354545,11652309.446772726,0.7714736825226698,135.0,-0.050588703169895055,98599.90706089417,93611.86563001135,-0.05516622040300567,-4.560760568354405,763,0.5950196592398427,0.7206807391568292,-5010.205051052375,-2079.9240445820287,22.16362016958608,-4988.0414308827885,2930.2810064703463,14651405.032351732,-1.4196072253748726,150.0,-0.019309444408594723,93611.86563001135,91804.2725146438,-0.026989468866607358,-2.954629599191914,727,0.5914718019257221,0.8516337345671766,-1834.6499267160204,869.4334336719267,27.05681134837013,-1807.5931153676504,2704.0833603879473,13520416.801939737,0.6430522419598718,150.0,-0.08195727485356197,100000.0,91804.2725146438,-0.08661960567390126,-3.489174851503306,2077,0.594607607125662,0.7875169372177235,-8276.371859243394,-311.54560303055723,80.64437388724075,-8195.727485356154,7964.826256212838,39824131.2810642,-0.07823035757686263,150.0,80.64437388724075,7964.826256212854,7415.864754896767,47
MEDIAN,15,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.007275423969360428,100000.0,99272.45760306396,-0.009653438423860128,-1.8104670717857523,526,0.6178707224334601,0.8956140322795583,-753.8011952207189,1343.2768268208808,26.258798284850744,-727.5423969358682,2097.0780220415995,10485390.110207997,1.2810938007095614,120.0,-0.05157503967173793,99272.45760306396,94152.47666387502,-0.06155573252697211,-5.118563774437298,705,0.6141843971631206,0.6824450304359706,-5138.389490710822,-2388.4883442845585,18.40855152173696,-5119.980939189086,2749.9011464262658,13749505.732131328,-1.7371448769266526,135.0,-0.021132389086358394,94152.47666387502,92162.80989356973,-0.028445750542959947,-3.7191198098732494,657,0.5829528158295282,0.8045535899973644,-2018.0541914654118,435.68034277755214,28.387421160123747,-1989.666770305288,2453.734534242964,12268672.67121482,0.35511611928465603,135.0,-0.0783719010643027,100000.0,92162.80989356973,-0.08578981674731145,-3.7500279364823275,1888,0.604343220338983,0.7654677508611106,-7910.244877396954,-609.5311746861245,73.05477096671147,-7837.190106430242,7300.713702710829,36503568.51355415,-0.16697851730846516,135.0,73.05477096671147,7300.713702710825,6854.448447956771,48
MEDIAN,15,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.022194745498538282,100000.0,97780.52545014617,-0.02370711946037396,-3.764914160624722,752,0.6196808510638298,0.8189157846838314,-2258.525804688069,713.6776817075992,39.05125483386386,-2219.474549854205,2972.203486395668,14861017.431978337,0.480234738283725,180.0,-0.03489709328973645,97780.52545014617,94368.26933159298,-0.04364856189076338,-3.550275326727864,929,0.6071044133476857,0.8348981458180277,-3438.4078692822172,145.52171357465318,26.151750728950596,-3412.256118553267,3583.92958285687,17919647.91428435,0.08120790892250342,180.0,-0.046997691815554576,94368.26933159298,89933.17849237952,-0.05055676075397597,-7.1076181872038875,887,0.5772266065388951,0.7448530823701117,-4461.335181012135,-1180.981625040357,26.2443417986821,-4435.090839213452,3280.3535559717775,16401767.779858889,-0.7200331335568497,195.0,-0.10066821507620483,100000.0,89933.17849237952,-0.10337468830331564,-4.563048201381157,2568,0.6004672897196262,0.7999694131685269,-10158.26885498242,-321.7822297581047,91.44734736149651,-10066.821507620924,9836.486625224316,49182433.12612158,-0.06542625268923528,180.0,91.44734736149651,9836.486625224326,9184.412298346222,49
MEDIAN,60,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.024353670649006842,100000.0,97564.63293509932,-0.027164678268464693,-4.922819301359183,527,0.5958254269449715,0.7214495823380388,-2476.8213052099136,-401.95627718917666,41.4542403091795,-2435.367064900734,2074.8650280207366,10374325.140103683,-0.38745293959926863,120.0,-0.007506129875297973,97564.63293509932,96832.30012905269,-0.022621516221712712,-0.9697856788849111,659,0.5918057663125948,0.9431846017836127,-749.6984005149959,1812.9753324472272,17.36559446818183,-732.3328060468141,2562.6737329622238,12813368.664811116,1.414909209180982,120.0,-0.020030388553322287,96832.30012905269,94892.71153295584,-0.027783571024794007,-3.6376911946663464,634,0.5662460567823344,0.8176257841289515,-1963.641005345361,472.90845925928284,24.052409248607663,-1939.5885960967532,2436.5494646046445,12182747.323023222,0.3881788292248088,120.0,-0.051072884670441576,100000.0,94892.71153295584,-0.055922523411131575,-2.8342583387359945,1820,0.5840659340659341,0.8420247268898571,-5190.160711070272,1883.9275145173333,82.87224402596897,-5107.288467044303,7074.088225587604,35370441.12793803,0.5326276558731625,120.0,82.87224402596897,7074.088225587597,5934.137883749778,50
MEDIAN,60,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.011859768390463987,100000.0,98814.0231609536,-0.016971392702384347,-3.188869280221862,243,0.5102880658436214,0.7518368357655624,-1215.5587998097312,-247.2096071006987,29.581960763331523,-1185.9768390463996,968.3491927090326,4841745.963545164,-0.5105794665023894,180.0,-0.017857307893174967,98814.0231609536,97049.47072520513,-0.03488277740398249,-3.073886577136132,341,0.5982404692082112,0.810010286558237,-1781.1665256109898,-441.3161594210426,16.614089862407226,-1764.5524357485826,1339.8503661899476,6699251.830949738,-0.6587543960987032,180.0,0.006165255684630999,97049.47072520513,97647.80552628412,-0.012357330107724995,1.2777920319255633,325,0.5784615384615385,1.1078472759941371,580.9131877384859,1847.7577960918927,17.421613340604214,598.3348010790902,1266.8446083534072,6334223.041767036,2.917102514243689,180.0,-0.02352194473715874,100000.0,97647.80552628412,-0.03948696305993471,-1.6091795700676497,909,0.5676567656765676,0.8771187855158381,-2415.812137682235,1159.2320295701522,63.61766396634295,-2352.194473715892,3575.0441672523875,17875220.836261936,0.6485134031007422,180.0,63.61766396634295,3575.0441672523834,3170.8792342231113,51
MEDIAN,60,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.006672207572357314,100000.0,99332.77924276427,-0.009126935632240207,-2.5565632969756034,179,0.5363128491620112,0.7950925762815034,-694.6596172839586,18.218274147998315,27.438860048001345,-667.2207572359573,712.8778914319571,3564389.4571597856,0.05111190672894424,180.0,-0.004850380884011907,99332.77924276427,98850.97742916939,-0.01758533698189013,-1.171862848818045,267,0.5805243445692884,0.9205175071364946,-488.94803291912115,568.4516409841334,7.146219324272133,-481.801813594849,1057.3996739032543,5286998.369516272,1.075187849993877,180.0,0.012978177758047105,98850.97742916939,100133.88298580184,-0.004952051734475882,5.169708553611075,252,0.6031746031746031,1.3740333965715692,1268.3083623353023,2270.188045469061,14.597194297084,1282.9055566323862,1001.8796831337594,5009398.415668797,4.531857634577807,180.0,0.0013388298580183644,100000.0,100133.88298580184,-0.018825025768608006,0.14975918722202763,698,0.5773638968481375,1.00654936769194,84.70071213222172,2856.8579606011926,49.18227366935747,133.8829858015792,2772.1572484689705,13860786.242344853,2.061108158405517,180.0,49.18227366935747,2772.157248468972,2483.5242501180833,52
MEDIAN,60,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.012331418582590903,100000.0,98766.85814174092,-0.02322032760672499,-2.206623496833596,475,0.6231578947368421,0.8598629752294018,-1296.8782110100847,596.5910412872113,63.73635275111634,-1233.1418582589683,1893.4692522972957,9467346.261486478,0.6301565663803448,240.0,0.001218960504965949,98766.85814174092,98887.25104101526,-0.021131941399561316,0.17251619483241182,595,0.6134453781512605,1.0071029910891305,101.3145627290379,2458.248102953713,19.078336545236965,120.39289927427487,2356.933540224675,11784667.701123375,2.085971505772182,240.0,-0.020048070145985974,98887.25104101526,96904.75249560126,-0.029746167158994696,-3.7204021623861214,565,0.5433628318584071,0.8241400844785406,-2011.4200103805206,207.79800508338857,28.921464966603992,-1982.4985454139166,2219.218015463909,11096090.077319548,0.1872713754443365,240.0,-0.03095247504398735,100000.0,96904.75249560126,-0.04231520779942732,-1.5883602157861878,1635,0.5920489296636086,0.9082555956039788,-3206.983658661567,3262.637149324313,111.73615426295721,-3095.2475043986096,6469.62080798588,32348104.0399294,1.0086022801512646,240.0,111.73615426295721,6469.620807985879,5541.768371497969,53
PCA3,15,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.010691113919525264,100000.0,98930.88860804748,-0.013545125715430761,-2.6676110910251616,486,0.6090534979423868,0.804936440834331,-1076.7824604691473,854.9262631718851,7.67106851651629,-1069.111391952631,1931.7087236410323,9658543.618205162,0.8851502845216277,90.0,-0.07312258704381436,98930.88860804748,91696.80609448362,-0.07551291391649806,-8.014993738059395,1121,0.5504014272970562,0.6439946940677834,-7231.461277391842,-2937.091601636767,-2.6212361722902324,-7234.082513564132,4294.369675755075,21471848.378775373,-1.367880188898894,105.0,-0.034069813026186835,91696.80609448362,88572.71305574605,-0.03964964141911265,-6.818568669481262,1129,0.591674047829938,0.7872886457166993,-3150.7549181732866,918.988272241213,26.66187943559742,-3124.0930387376893,4069.7431904145,20348715.9520725,0.45161978495631555,105.0,-0.11427286944253956,100000.0,88572.71305574605,-0.12091642642985112,-5.992538272989633,2736,0.5778508771929824,0.718073233221311,-11458.998656034277,-1163.1770662236684,31.71171177982346,-11427.286944254452,10295.821589810606,51479107.949053034,-0.2259512863693795,105.0,31.71171177982346,10295.821589810621,9494.946200002938,54
PCA3,15,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.01475340906633138,100000.0,98524.65909336686,-0.017320743498179025,-4.740557078839802,293,0.5324232081911263,0.6624082116601652,-1488.7834242425208,-327.3333782078334,13.442517609239026,-1475.3409066332817,1161.4500460346871,5807250.230173437,-0.5636632919777893,150.0,-0.04923730645933988,98524.65909336686,93673.57025978477,-0.05239556653928534,-5.59366435092611,778,0.5565552699228792,0.719450008347498,-4850.2200446432,-1852.4055736386276,-0.8687889389909266,-4851.088833582191,2997.8144710045717,14989072.355022859,-1.235837368559959,150.0,-0.02765971703708836,93673.57025978477,91082.58581254531,-0.03387306920494981,-5.93381142584871,749,0.5473965287049399,0.7855385425569991,-2622.501269142169,148.17785911949915,31.51682190265428,-2590.984447239515,2770.6791282616687,13853395.641308341,0.10696139990231662,150.0,-0.08917414187454686,100000.0,91082.58581254531,-0.09430096865985893,-5.043067621009536,1820,0.548901098901099,0.7358559125105413,-8961.504738027888,-2031.5610927269613,44.09055057290239,-8917.414187454986,6929.943645300927,34649718.22650463,-0.5863138855694815,150.0,44.09055057290239,6929.943645300921,6490.485295516825,55
PCA3,15,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.01566450594544211,100000.0,98433.5494054558,-0.017678752520367325,-4.793137034876999,259,0.5328185328185329,0.6002961630862257,-1578.9887079685454,-551.5923415945136,12.53811342442877,-1566.4505945441167,1027.396366374032,5136981.83187016,-1.073767359215483,135.0,-0.0439003295130711,98433.5494054558,94112.28415141512,-0.053697683240827576,-5.457954383710052,706,0.5679886685552408,0.7049285598186877,-4320.424368098515,-1583.4352916658097,-0.8408859422051846,-4321.26525404072,2736.9890764327038,13684945.382163519,-1.1570636545832358,135.0,-0.01334272330099151,94112.28415141512,92856.5699847585,-0.021771889110203002,-3.094059454630076,683,0.5490483162518301,0.8647384369329593,-1281.5677442570325,1270.7889058123408,25.85357760060457,-1255.714166656428,2552.3566500693732,12761783.25034687,0.9957769074144088,135.0,-0.07143430015241492,100000.0,92856.5699847585,-0.07756498942695822,-4.318582725139083,1648,0.5546116504854369,0.7441494739750306,-7180.980820324092,-864.2387274479827,37.55080508282814,-7143.430015241263,6316.742092876109,31583710.464380547,-0.27363432438460744,135.0,37.55080508282814,6316.742092876113,5937.711732223062,56
PCA3,15,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,0.0010658521051212233,100000.0,100106.58521051212,-0.009671695019360715,0.33968840252206123,409,0.628361858190709,1.0164828242177606,87.20992784620478,1720.137374154739,19.375282665799006,106.58521051200378,1632.9274463085344,8164637.231542673,2.1068142103231287,165.0,-0.051955629995874775,100106.58521051212,94905.48450916423,-0.05637306264907205,-5.581396149113222,918,0.579520697167756,0.7496111575397755,-5198.370803237885,-1614.5487314087286,-2.7298981100058826,-5201.100701347891,3583.8220718291573,17919110.359145783,-0.9010205858711478,180.0,-0.03656572725493035,94905.48450916423,91435.19644760512,-0.04534296106974656,-6.3381349232355335,923,0.5612134344528711,0.7891381522646378,-3504.1085361763385,-35.174900315806326,33.82047461741386,-3470.2880615589247,3468.933635860531,17344668.179302655,-0.020279949983580795,180.0,-0.08564803552394873,100000.0,91435.19644760512,-0.09465679180888653,-4.3777694514115755,2250,0.5808888888888889,0.7980962478626438,-8615.269411568019,70.41374243020368,50.46585917320698,-8564.803552394811,8685.683153998221,43428415.769991115,0.016213748805191122,180.0,50.46585917320698,8685.68315399823,8086.080539935595,57
PCA3,60,4,7,sma,wide_exit,2.0,1.0,4,band,logic,2.0,-0.006098943750225572,100000.0,99390.10562497744,-0.010579826191917108,-2.12044667552736,267,0.5730337078651685,0.8287260788851212,-625.8779919039257,438.0123764435498,15.98361688132004,-609.8943750226057,1063.8903683474755,5319451.841737377,0.8234163772417784,120.0,-0.02150120965618263,99390.10562497744,97253.09812618466,-0.03259420991227702,-3.0319939141831127,644,0.5916149068322981,0.8348077702809246,-2135.836458136999,394.87817394347013,-1.1710406559674325,-2137.0074987929665,2530.7146320804695,12653573.160402348,0.31206851135076075,120.0,-0.028977392564149773,97253.09812618466,94434.95692370243,-0.035777813992141194,-6.196035896892176,650,0.5338461538461539,0.7275943142060395,-2841.8766828863863,-345.26625808877026,23.73548040419955,-2818.1412024821866,2496.6104247976164,12483052.123988083,-0.27658801281882706,180.0,-0.05565043076297571,100000.0,94434.95692370243,-0.06212084190042866,-3.650772970605372,1561,0.564381806534273,0.7925837903369375,-5603.591132927312,487.62429229825,38.548056629552164,-5565.04307629776,6091.215425225561,30456077.126127806,0.16010738687022974,180.0,38.548056629552164,6091.215425225559,5074.841810740654,58
PCA3,60,4,7,sma,confirm2,2.0,0.5,4,band,logic,2.0,-0.01075005077929203,100000.0,98924.9949220708,-0.014423118130828527,-4.000801786032122,124,0.47580645161290325,0.6013748219381428,-1087.3861965800165,-595.8890880223778,12.381118650705165,-1075.0050779293113,491.4971085576387,2457485.5427881936,-2.4247918355861366,180.0,-0.011012086247636277,98924.9949220708,97835.62434594196,-0.022359233060130213,-2.138380043605742,323,0.6006191950464397,0.8630726147653216,-1101.3217204401565,169.15640258046824,11.951144311350642,-1089.3705761288059,1270.4781230206245,6352390.615103122,0.2662877849140614,180.0,0.00347968146486366,97835.62434594196,98176.06115458191,-0.006866047370517436,1.2113727467242814,329,0.5896656534954408,1.0648723010217491,316.64944471003184,1605.7430984070588,23.787363930043508,340.43680864007536,1289.0936536970269,6445468.2684851345,2.49127453820272,180.0,-0.018239388454180827,100000.0,98176.06115458191,-0.026798192053018144,-1.6276293100094639,776,0.5760309278350515,0.8803954579794372,-1872.058472310141,1179.010412965149,48.1196268920993,-1823.9388454180416,3051.06888527529,15255344.42637645,0.7728507334954976,180.0,48.1196268920993,3051.068885275294,2732.5776639399314,59
PCA3,60,4,7,sma,turn,2.0,0.5,4,band,logic,2.0,-0.005770614896513981,100000.0,99422.9385103486,-0.00794846982577957,-2.836093635307094,95,0.5263157894736842,0.667852217905439,-593.5788606420289,-214.91663693097144,16.51737099062952,-577.0614896513994,378.66222371105744,1893311.1185552874,-1.1351364011159772,180.0,-0.0024308869744148476,99422.9385103486,99181.25258416575,-0.013000773444446834,-0.5787249817037333,260,0.5961538461538461,0.9530665094363822,-252.1157951879046,777.8785126109583,10.429869005241382,-241.68592618266322,1029.9943077988632,5149971.538994316,1.5104520611833558,180.0,0.009948526907044286,99181.25258416575,100167.95994417368,-0.006746810742751408,3.7946095116401644,261,0.6091954022988506,1.29905068338983,967.3733795865749,2006.9009505251154,19.333980421482497,986.7073600080573,1039.5275709385403,5197637.854692701,3.8611788790040067,180.0,0.001679599441736901,100000.0,100167.95994417368,-0.015850162973212623,0.19198233137538553,616,0.5909090909090909,1.0117069980592008,121.67872375664126,2569.8628262051025,46.281220417353445,167.9599441739947,2448.184102448461,12240920.512242306,2.0994032463775487,180.0,46.281220417353445,2448.1841024484643,2206.1407819421547,60
PCA3,60,4,7,sma,zero_cross,2.0,0.0,4,zero_cross,logic,2.0,-0.010916123425586677,100000.0,98908.38765744133,-0.012955726160024161,-3.38216835060267,235,0.5531914893617021,0.7290973189398755,-1110.579067324737,-177.83134808133593,18.966724766235703,-1091.6123425585013,932.7477192434008,4663738.596217005,-0.38130642276045223,240.0,-0.02175880813351372,98908.38765744133,96756.25902760787,-0.038038083659724053,-2.3777129614191765,583,0.5866209262435678,0.8474953702152015,-2150.5669717397077,129.60641939535776,-1.5616580938937665,-2152.1286298336013,2280.173391135066,11400866.95567533,0.11368119626274556,240.0,-0.01863498834340349,96756.25902760787,94953.20726847707,-0.02796591844090246,-3.2079624206082586,578,0.5570934256055363,0.8251237649924715,-1827.7694172879278,393.06617393474926,24.717658157390957,-1803.0517591305368,2220.8355912226766,11104177.956113383,0.3539804346510382,240.0,-0.05046792731522931,100000.0,94953.20726847707,-0.05673846871675059,-2.632767203400489,1396,0.5687679083094556,0.8223949517663695,-5088.9154563523725,344.84124524877143,42.122724829732896,-5046.79273152264,5433.7567016011435,27168783.508005716,0.12692553759249414,240.0,42.122724829732896,5433.756701601139,4633.8134654495925,61
B0,15,4,7,ewma,ewma,2.0,0.5,4,band,center_control,2.0,0.040712101857963034,100000.0,104071.2101857963,-0.024952685025392718,3.0832422372945096,600,0.64,1.1633181678607976,4007.7408242450583,6458.385698021239,63.46936155136272,4071.2101857964212,2450.6448737761802,12253224.3688809,5.270764252406397,120.0,-0.0165697797016513,104071.2101857963,102346.7731597334,-0.09230659958417431,-0.5053107872156783,821,0.6382460414129111,0.9657226457055962,-1752.856509854938,1594.0995992494004,28.419483791824213,-1724.4370260631138,3346.956109104338,16734780.545521688,0.9525667784606769,120.0,-0.02699827185034953,102346.7731597334,99583.58715496087,-0.07869870793626565,-1.2476992580519608,873,0.6391752577319587,0.9315332927455933,-2865.171977346233,741.1068849891026,101.98597257377456,-2763.186004772458,3606.2788623353345,18031394.311676674,0.41100919439667544,120.0,-0.004164128450391269,100000.0,99583.58715496087,-0.09230659958417431,6.043048207510916e-05,2294,0.6390584132519617,0.9948071489603354,-610.2876629561115,8793.592182259741,193.87481791696155,-416.41284503914994,9403.879845215852,47019399.226079255,1.8702051338381172,120.0,193.87481791696155,9403.879845215852,9403.879845215852,62
B0,15,4,7,median,median,2.0,0.5,4,band,center_control,2.0,0.028869129056978027,100000.0,102886.9129056978,-0.03221803788253319,1.8949068264408646,563,0.6181172291296625,1.1240391548322903,2827.53486634537,5118.245258378862,59.37803935254372,2886.9129056979136,2290.7103920334903,11453551.960167449,4.468696938887449,120.0,0.04601547788656313,102886.9129056978,107621.30337132669,-0.04244721979097277,2.069748640169123,757,0.6142668428005285,1.1033330879133336,4698.48635084926,7839.903509464031,35.90411477956829,4734.390465628828,3141.4171586147695,15707085.793073848,4.991316411425659,120.0,-0.037508754537903255,107621.30337132669,103584.56232012238,-0.07648689669236075,-1.8012452299023798,794,0.6095717884130982,0.898603648870322,-4128.487626605987,-693.8940886867622,91.74657540141845,-4036.741051204569,3434.593537919225,17172967.689596124,-0.4040618379007044,120.0,0.035845623201223864,100000.0,103584.56232012238,-0.07648689669236075,0.655416492280058,2114,0.6135288552507095,1.031175419554352,3397.533590588645,12264.254679156127,187.02872953353057,3584.5623201221756,8866.721088567487,44333605.442837425,2.766356256535312,120.0,187.02872953353057,8866.721088567472,8866.721088567472,63
PEER,15,4,7,ewma,ewma,2.0,0.5,4,band,center_control,2.0,-0.0027407212834985595,100000.0,99725.92787165014,-0.014485277800108998,-0.578104181312903,928,0.6357758620689655,0.9719074207470424,-320.94597891391084,3373.6568587423417,46.87385056415819,-274.07212834975263,3694.6028376562535,18473014.188281268,1.826262257126663,120.0,-0.04681112340474036,99725.92787165014,95057.64515539809,-0.05543641187922543,-4.189600669054594,1075,0.6139534883720931,0.7893029680568374,-4680.566553595139,-494.910348543503,12.283837343004844,-4668.282716252134,4185.656205051637,20928281.025258183,-0.23647921582580023,120.0,-0.04904715714084085,95057.64515539809,90395.33789602299,-0.05236434416583269,-7.196642257384174,1051,0.6070409134157945,0.7310320733629904,-4693.688796494125,-783.2701140434688,31.38153711924984,-4662.307259374876,3910.418682450656,19552093.41225328,-0.4006067777645713,120.0,-0.09604662103977013,100000.0,90395.33789602299,-0.10019613218845969,-4.088725298863513,3054,0.6182056319580878,0.8102328860988774,-9695.201329003175,2095.4763961553704,90.53922502641295,-9604.662103976763,11790.677725158546,58953388.62579273,0.3554463017310895,120.0,90.53922502641295,11790.677725158559,10774.699866370564,64
PEER,15,4,7,median,median,2.0,0.5,4,band,center_control,2.0,-0.016801872307786514,100000.0,98319.81276922135,-0.02045411728136015,-3.4326730299653123,844,0.5947867298578199,0.8477836756349473,-1705.8545467348824,1641.2208167562662,25.667315956050462,-1680.187230778832,3347.075363491149,16735376.817455743,0.9806894906868185,120.0,-0.05004902313196402,98319.81276922135,93399.00218560421,-0.053762356924929366,-5.257621598620826,1003,0.5742771684945165,0.7546966202850103,-4932.706090302352,-1069.0080907784422,11.895506685372322,-4920.81058361698,3863.6979995239085,19318489.99761954,-0.5533600663976157,120.0,-0.03188909952337904,93399.00218560421,90420.59210952319,-0.037328488279450345,-5.262708537433761,979,0.5587334014300307,0.8114459023501267,-3005.5116492621273,600.639638147823,27.101573180999416,-2978.410076081128,3606.1512874099503,18030756.437049754,0.3331194896036771,120.0,-0.0957940789047681,100000.0,90420.59210952319,-0.10110974047800991,-4.62880757881084,2826,0.5750176928520877,0.7959149216461182,-9644.07228629936,1172.8523641256468,64.66439582242224,-9579.407890476938,10816.924650425008,54084623.25212504,0.2168550492915866,120.0,64.66439582242224,10816.924650425008,9938.789032591969,65
PCA3,15,4,7,ewma,ewma,2.0,0.5,4,band,center_control,2.0,-0.010556633476087485,100000.0,98944.33665239126,-0.014768934818746526,-2.55308361819964,483,0.6149068322981367,0.8060999480770844,-1076.4151596363536,841.963213204709,20.751812027741252,-1055.6633476086124,1918.3783728410629,9591891.864205316,0.877786389926598,105.0,-0.058224000526320485,98944.33665239126,93183.401543066,-0.06110168935946236,-6.689029986493614,1088,0.5698529411764706,0.7183581871743079,-5768.481644383162,-1601.0837262617356,7.546535057629193,-5760.935109325533,4167.397918121427,20836989.590607136,-0.7683853367107644,120.0,-0.03473752998546631,93183.401543066,89946.44033781599,-0.04071891915099557,-6.892344048385922,1083,0.605724838411819,0.7931989510606203,-3273.9895211571134,685.5638782526171,37.02831590723379,-3236.9612052498796,3959.5533994097304,19797766.997048654,0.3462834360838863,120.0,-0.10053559662184008,100000.0,89946.44033781599,-0.10787737368417749,-5.445116062612468,2654,0.5926902788244159,0.7582949589792787,-10118.886325176627,-73.55663480440808,65.3266629926042,-10053.559662184023,10045.32969037222,50226648.4518611,-0.014644941892729956,120.0,65.3266629926042,10045.329690372204,9289.238248790387,66
